,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
29,25,Ralph Davis,SG,23,CHP,77,,1992,364,881,.413,,,,364,881,.413,.413,71,103,.689,,,162,247,,,,187,799,1962
30,26,Archie Dees,PF-C,25,TOT,21,,288,51,115,.443,,,,51,115,.443,.443,35,46,.761,,,77,16,,,,33,137,1962
31,26,Archie Dees,PF,25,CHP,13,,,,,,,,,,,,,,,,,,,,,,,,,1962
32,26,Archie Dees,C,25,STL,8,,,,,,,,,,,,,,,,,,,,,,,,,1962
33,27,Walter Dukes,C,31,DET,77,,1896,256,647,.396,,,,256,647,.396,.396,208,291,.715,,,803,125,,,,327,720,1962
34,28,Johnny Egan,PG,23,DET,58,,696,128,301,.425,,,,128,301,.425,.425,64,84,.762,,,86,102,,,,64,320,1962
35,29,Rich Eichhorst,G,28,STL,1,,10,1,2,.500,,,,1,2,.500,.500,0,0,,,,1,3,,,,1,2,1962
36,30,Wayne Embry*,C,24,CIN,75,,2623,564,1210,.466,,,,564,1210,.466,.466,356,516,.690,,,977,182,,,,286,1484,1962
37,31,Ray Felix,C,31,LAL,80,,1478,171,398,.430,,,,171,398,.430,.430,90,130,.692,,,473,55,,,,266,432,1962
38,32,Al Ferrari,SG,28,STL,79,,2046,208,582,.357,,,,208,582,.357,.357,175,219,.799,,,213,313,,,,278,591,1962
39,33,Bob Ferry,C,24,DET,80,,1918,411,939,.438,,,,411,939,.438,.438,286,422,.678,,,503,145,,,,199,1108,1962
40,34,Larry Foust,C,33,STL,57,,1153,204,433,.471,,,,204,433,.471,.471,145,178,.815,,,328,78,,,,186,553,1962
41,35,Dave Gambee,SF,24,SYR,80,,2301,477,1126,.424,,,,477,1126,.424,.424,384,470,.817,,,631,114,,,,275,1338,1962
42,36,Tom Gola*,SG,29,PHW,60,,2462,322,765,.421,,,,322,765,.421,.421,176,230,.765,,,587,295,,,,267,820,1962
43,37,Joe Graboski,PF,32,TOT,38,,468,77,221,.348,,,,77,221,.348,.348,39,65,.600,,,154,28,,,,62,193,1962
44,37,Joe Graboski,F-C,32,STL,3,,,,,,,,,,,,,,,,,,,,,,,,,1962
45,37,Joe Graboski,PF,32,CHP,12,,,,,,,,,,,,,,,,,,,,,,,,,1962
46,37,Joe Graboski,PF,32,SYR,23,,323,48,133,.361,,,,48,133,.361,.361,22,38,.579,,,105,20,,,,45,118,1962
47,38,Johnny Green,PF,28,NYK,80,,2789,507,1164,.436,,,,507,1164,.436,.436,261,434,.601,,,1066,191,,,,265,1275,1962
48,39,Si Green,SG,28,TOT,71,,2388,341,905,.377,,,,341,905,.377,.377,218,311,.701,,,399,318,,,,226,900,1962
49,39,Si Green,G-F,28,STL,14,,,,,,,,,,,,,,,,,,,,,,,,,1962
50,39,Si Green,SG,28,CHP,57,,,,,,,,,,,,,,,,,,,,,,,,,1962
51,40,Hal Greer*,SG,25,SYR,71,,2705,644,1442,.447,,,,644,1442,.447,.447,331,404,.819,,,524,313,,,,252,1619,1962
52,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1962
53,41,Gene Guarilia,SF,24,BOS,45,,367,61,161,.379,,,,61,161,.379,.379,41,64,.641,,,124,11,,,,56,163,1962
54,42,Richie Guerin*,SG,29,NYK,78,,3348,839,1897,.442,,,,839,1897,.442,.442,625,762,.820,,,501,539,,,,299,2303,1962
55,43,Cliff Hagan*,SF,30,STL,77,,2784,701,1490,.470,,,,701,1490,.470,.470,362,439,.825,,,633,370,,,,282,1764,1962
56,44,Swede Halbrook,C,29,SYR,64,,908,152,422,.360,,,,152,422,.360,.360,96,151,.636,,,399,33,,,,179,400,1962
57,45,Vern Hatton,SG,26,TOT,40,,898,112,331,.338,,,,112,331,.338,.338,98,125,.784,,,102,99,,,,63,322,1962
58,45,Vern Hatton,SG,26,CHP,15,,,,,,,,,,,,,,,,,,,,,,,,,1962
59,45,Vern Hatton,SG,26,STL,25,,,,,,,,,,,,,,,,,,,,,,,,,1962
60,46,Tom Hawkins,SF,25,LAL,79,,1903,289,704,.411,,,,289,704,.411,.411,143,222,.644,,,514,95,,,,244,721,1962
61,47,Tom Heinsohn*,PF,27,BOS,79,,2383,692,1613,.429,,,,692,1613,.429,.429,358,437,.819,,,747,165,,,,280,1742,1962
62,48,Cleo Hill,SG,23,STL,58,,1050,107,309,.346,,,,107,309,.346,.346,106,137,.774,,,178,114,,,,98,320,1962
63,49,Ron Horn,SF,23,STL,3,,25,1,12,.083,,,,1,12,.083,.083,1,2,.500,,,6,1,,,,4,3,1962
64,50,Bailey Howell*,SF,25,DET,79,,2857,553,1193,.464,,,,553,1193,.464,.464,470,612,.768,,,996,186,,,,317,1576,1962
65,51,Hot Rod Hundley,SG,27,LAL,78,,1492,173,509,.340,,,,173,509,.340,.340,83,127,.654,,,199,290,,,,129,429,1962
66,52,Darrall Imhoff,C,23,NYK,76,,1481,186,482,.386,,,,186,482,.386,.386,80,139,.576,,,470,82,,,,230,452,1962
67,53,Andy Johnson,SF,29,CHP,71,,2193,365,814,.448,,,,365,814,.448,.448,284,452,.628,,,351,228,,,,247,1014,1962
68,54,Howie Jolliff,PF,23,LAL,64,,1094,104,253,.411,,,,104,253,.411,.411,41,78,.526,,,383,76,,,,175,249,1962
69,55,K.C. Jones*,PG,29,BOS,80,,2054,294,724,.406,,,,294,724,.406,.406,147,232,.634,,,298,343,,,,206,735,1962
70,56,Sam Jones*,SG,28,BOS,78,,2388,596,1284,.464,,,,596,1284,.464,.464,243,297,.818,,,458,232,,,,149,1435,1962
71,57,Willie Jones,PG,25,DET,69,,1006,177,475,.373,,,,177,475,.373,.373,64,101,.634,,,177,115,,,,137,418,1962
72,58,Phil Jordon,C,28,NYK,76,,2195,403,1028,.392,,,,403,1028,.392,.392,96,168,.571,,,482,156,,,,258,902,1962
73,59,Red Kerr,C,29,SYR,80,,2768,541,1220,.443,,,,541,1220,.443,.443,222,302,.735,,,1176,243,,,,272,1304,1962
74,60,Doug Kistler,F,23,NYK,5,,13,3,6,.500,,,,3,6,.500,.500,2,4,.500,,,1,0,,,,2,8,1962
75,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1962
76,61,Jim Krebs,C,26,LAL,78,,2012,312,701,.445,,,,312,701,.445,.445,156,208,.750,,,616,110,,,,290,780,1962
77,62,Fred LaCour,PG,23,STL,73,,1507,230,536,.429,,,,230,536,.429,.429,106,130,.815,,,272,166,,,,168,566,1962
78,63,York Larese,SG,23,TOT,59,,703,122,327,.373,,,,122,327,.373,.373,58,72,.806,,,77,94,,,,104,302,1962
79,63,York Larese,SG,23,CHP,8,,57,10,21,.476,,,,10,21,.476,.476,5,9,.556,,,6,9,,,,8,25,1962
80,63,York Larese,SG,23,PHW,51,,646,112,306,.366,,,,112,306,.366,.366,53,63,.841,,,71,85,,,,96,277,1962
81,64,Rudy LaRusso,PF,24,LAL,80,,2754,516,1108,.466,,,,516,1108,.466,.466,342,448,.763,,,828,179,,,,255,1374,1962
82,65,George Lee,SF,25,DET,75,,1351,179,500,.358,,,,179,500,.358,.358,213,280,.761,,,349,64,,,,128,571,1962
83,66,Slick Leonard*,PG,29,CHP,70,,2464,423,1128,.375,,,,423,1128,.375,.375,279,371,.752,,,199,378,,,,186,1125,1962
84,67,Jim Loscutoff,SF,31,BOS,79,,1146,188,519,.362,,,,188,519,.362,.362,45,84,.536,,,329,51,,,,185,421,1962
85,68,Clyde Lovellette*,C,32,STL,40,,1192,341,724,.471,,,,341,724,.471,.471,155,187,.829,,,350,68,,,,136,837,1962
86,69,Ted Luckenbill,PF,22,PHW,67,,396,43,120,.358,,,,43,120,.358,.358,49,76,.645,,,110,27,,,,67,135,1962
87,70,Whitey Martin,SG,22,NYK,66,,1018,95,292,.325,,,,95,292,.325,.325,37,55,.673,,,158,115,,,,158,227,1962
88,71,Johnny McCarthy,PG,27,STL,15,,333,18,73,.247,,,,18,73,.247,.247,12,27,.444,,,56,70,,,,50,48,1962
89,72,Shellie McMillon,SF,25,TOT,62,,1225,265,591,.448,,,,265,591,.448,.448,108,182,.593,,,368,59,,,,202,638,1962
90,72,Shellie McMillon,SF,25,DET,14,,190,26,83,.313,,,,26,83,.313,.313,20,36,.556,,,64,6,,,,37,72,1962
91,72,Shellie McMillon,SF,25,STL,48,,1035,239,508,.470,,,,239,508,.470,.470,88,146,.603,,,304,53,,,,165,566,1962
92,73,Bob McNeill,PG,23,TOT,50,,441,56,136,.412,,,,56,136,.412,.412,26,34,.765,,,56,89,,,,56,138,1962
93,73,Bob McNeill,PG,23,PHW,21,,212,34,76,.447,,,,34,76,.447,.447,18,22,.818,,,33,49,,,,31,86,1962
94,73,Bob McNeill,PG,23,LAL,29,,229,22,60,.367,,,,22,60,.367,.367,8,12,.667,,,23,40,,,,25,52,1962
95,74,Tom Meschery,PF,23,PHW,80,,2509,375,929,.404,,,,375,929,.404,.404,216,262,.824,,,729,145,,,,330,966,1962
96,75,Jackie Moreland,PF,23,DET,74,,1219,205,487,.421,,,,205,487,.421,.421,139,186,.747,,,427,76,,,,179,549,1962
97,76,Willie Naulls,SF,27,NYK,75,,2978,747,1798,.415,,,,747,1798,.415,.415,383,455,.842,,,867,192,,,,260,1877,1962
98,77,Paul Neumann,PG,24,SYR,77,,1265,172,401,.429,,,,172,401,.429,.429,133,172,.773,,,194,176,,,,203,477,1962
99,78,Chuck Noble,SG,30,DET,26,,361,32,113,.283,,,,32,113,.283,.283,8,15,.533,,,43,63,,,,55,72,1962
100,79,Bevo Nordmann,C,22,CIN,58,,344,51,126,.405,,,,51,126,.405,.405,29,57,.509,,,128,18,,,,81,131,1962
101,80,Don Ohl,SG,25,DET,77,,2526,555,1250,.444,,,,555,1250,.444,.444,201,280,.718,,,267,244,,,,173,1311,1962
102,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1962
103,81,Chuck Osborne,PF,23,SYR,4,,21,1,8,.125,,,,1,8,.125,.125,3,4,.750,,,9,1,,,,3,5,1962
104,82,Bob Pettit*,PF,29,STL,78,,3282,867,1928,.450,,,,867,1928,.450,.450,695,901,.771,,,1459,289,,,,296,2429,1962
105,83,Gary Phillips,PG,22,BOS,67,,713,110,310,.355,,,,110,310,.355,.355,50,86,.581,,,107,64,,,,109,270,1962
106,84,Dave Piontek,PF,27,CHP,45,,614,83,225,.369,,,,83,225,.369,.369,39,59,.661,,,155,31,,,,89,205,1962
107,85,Frank Radovich,F,23,PHW,37,,175,37,93,.398,,,,37,93,.398,.398,13,26,.500,,,51,4,,,,27,87,1962
108,86,Frank Ramsey*,SG,30,BOS,79,,1913,436,1019,.428,,,,436,1019,.428,.428,334,405,.825,,,387,109,,,,245,1206,1962
109,87,Hub Reed,C,25,CIN,80,,1446,203,460,.441,,,,203,460,.441,.441,60,82,.732,,,440,53,,,,267,466,1962
110,88,Joe Roberts,PF,25,SYR,80,,1642,243,619,.393,,,,243,619,.393,.393,129,194,.665,,,538,50,,,,230,615,1962
111,89,Oscar Robertson*,PG,23,CIN,79,,3503,866,1810,.478,,,,866,1810,.478,.478,700,872,.803,,,985,899,,,,258,2432,1962
112,90,Guy Rodgers*,PG,26,PHW,80,,2650,267,749,.356,,,,267,749,.356,.356,121,182,.665,,,348,643,,,,312,655,1962
113,91,Joe Ruklick,PF,23,PHW,46,,302,48,147,.327,,,,48,147,.327,.327,12,26,.462,,,87,14,,,,56,108,1962
114,92,Bill Russell*,C,27,BOS,76,,3433,575,1258,.457,,,,575,1258,.457,.457,286,481,.595,,,1790,341,,,,207,1436,1962
115,93,Tom Sanders*,SF,23,BOS,80,,2325,350,804,.435,,,,350,804,.435,.435,197,263,.749,,,762,74,,,,279,897,1962
116,94,Woody Sauldsberry,PF,27,TOT,63,,1765,298,869,.343,,,,298,869,.343,.343,79,123,.642,,,536,90,,,,179,675,1962
117,94,Woody Sauldsberry,PF,27,STL,14,,,,,,,,,,,,,,,,,,,,,,,,,1962
118,94,Woody Sauldsberry,PF,27,CHP,49,,,,,,,,,,,,,,,,,,,,,,,,,1962
119,95,Dolph Schayes*,PF,33,SYR,56,,1480,268,751,.357,,,,268,751,.357,.357,286,319,.897,,,439,120,,,,167,822,1962
120,96,Ray Scott,PF,23,DET,75,,2087,370,956,.387,,,,370,956,.387,.387,255,388,.657,,,865,132,,,,232,995,1962
121,97,Frank Selvy,SG,29,LAL,79,,2806,433,1032,.420,,,,433,1032,.420,.420,298,404,.738,,,412,381,,,,232,1164,1962
122,98,Lee Shaffer,SF,22,SYR,75,,2083,514,1180,.436,,,,514,1180,.436,.436,239,310,.771,,,511,99,,,,266,1267,1962
123,99,Gene Shue,PG,30,DET,80,,3143,580,1422,.408,,,,580,1422,.408,.408,362,447,.810,,,372,465,,,,192,1522,1962
124,100,Bob Sims,SG,23,TOT,65,,1345,193,491,.393,,,,193,491,.393,.393,123,216,.569,,,183,154,,,,187,509,1962
125,100,Bob Sims,SG,23,LAL,19,,171,22,59,.373,,,,22,59,.373,.373,19,39,.487,,,27,12,,,,40,63,1962
126,100,Bob Sims,SG,23,STL,46,,1174,171,432,.396,,,,171,432,.396,.396,104,177,.588,,,156,142,,,,147,446,1962
127,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1962
128,101,Adrian Smith,SG,25,CIN,80,,1462,202,499,.405,,,,202,499,.405,.405,172,222,.775,,,151,167,,,,101,576,1962
129,102,Bill Smith,G-F,22,NYK,9,,83,8,33,.242,,,,8,33,.242,.242,7,8,.875,,,16,7,,,,6,23,1962
130,103,Bobby Smith,G,24,LAL,3,,7,0,1,.000,,,,0,1,.000,.000,0,0,,,,0,0,,,,1,0,1962
131,104,Sam Stith,SG,24,NYK,32,,440,59,162,.364,,,,59,162,.364,.364,23,38,.605,,,51,60,,,,55,141,1962
132,105,Jack Turner,SG,22,CHP,42,,567,84,221,.380,,,,84,221,.380,.380,32,42,.762,,,85,44,,,,51,200,1962
133,106,Jack Twyman*,SF,27,CIN,80,,2991,739,1542,.479,,,,739,1542,.479,.479,353,435,.811,,,638,215,,,,323,1831,1962
134,107,Charlie Tyra,PF,26,CHP,78,,1606,193,534,.361,,,,193,534,.361,.361,133,214,.621,,,610,86,,,,210,519,1962
135,108,Horace Walker,SF,24,CHP,65,,1331,149,439,.339,,,,149,439,.339,.339,140,193,.725,,,466,69,,,,194,438,1962
136,109,Jerry West*,PG,23,LAL,75,,3087,799,1795,.445,,,,799,1795,.445,.445,712,926,.769,,,591,402,,,,173,2310,1962
137,110,Bob Wiesenhahn,SF,23,CIN,60,,326,51,161,.317,,,,51,161,.317,.317,17,30,.567,,,112,23,,,,50,119,1962
138,111,Lenny Wilkens*,PG,24,STL,20,,870,140,364,.385,,,,140,364,.385,.385,84,110,.764,,,131,116,,,,63,364,1962
139,112,Wayne Yates,C,24,LAL,37,,263,31,105,.295,,,,31,105,.295,.295,10,22,.455,,,94,16,,,,72,72,1962
140,113,Dave Zeller,PG,22,CIN,61,,278,36,102,.353,,,,36,102,.353,.353,18,24,.750,,,27,58,,,,37,90,1962
