,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
17,14,Al Butler,PG,25,NYK,76,,1379,260,616,.422,,,,260,616,.422,.422,138,187,.738,,,168,157,,,,167,658,1964
18,15,Barney Cable,SF,28,BAL,71,,1125,116,290,.400,,,,116,290,.400,.400,28,42,.667,,,301,47,,,,166,260,1964
19,16,Wilt Chamberlain*,C,27,SFW,80,,3689,1204,2298,.524,,,,1204,2298,.524,.524,540,1016,.531,,,1787,403,,,,182,2948,1964
20,17,Len Chappell,PF,23,TOT,79,,2505,531,1185,.448,,,,531,1185,.448,.448,288,403,.715,,,771,83,,,,214,1350,1964
21,17,Len Chappell,F-C,23,PHI,1,,16,0,2,.000,,,,0,2,.000,.000,1,2,.500,,,4,0,,,,2,1,1964
22,17,Len Chappell,PF,23,NYK,78,,2489,531,1183,.449,,,,531,1183,.449,.449,287,401,.716,,,767,83,,,,212,1349,1964
23,18,Larry Comley,G,24,BAL,12,,89,8,37,.216,,,,8,37,.216,.216,9,16,.563,,,19,12,,,,11,25,1964
24,19,Gene Conley,PF,33,NYK,46,,551,74,189,.392,,,,74,189,.392,.392,44,65,.677,,,156,21,,,,124,192,1964
25,20,Larry Costello,PG,32,PHI,45,,1137,191,408,.468,,,,191,408,.468,.468,147,170,.865,,,105,167,,,,150,529,1964
26,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1964
27,21,Dave DeBusschere*,SF,23,DET,15,,304,52,133,.391,,,,52,133,.391,.391,25,43,.581,,,105,23,,,,32,129,1964
28,22,Connie Dierking,C,27,PHI,76,,1286,191,514,.372,,,,191,514,.372,.372,114,169,.675,,,422,50,,,,221,496,1964
29,23,Terry Dischinger,SF,23,BAL,80,,2816,604,1217,.496,,,,604,1217,.496,.496,454,585,.776,,,667,157,,,,321,1662,1964
30,24,Bob Duffy,PG,23,TOT,48,,662,94,229,.410,,,,94,229,.410,.410,44,65,.677,,,61,79,,,,48,232,1964
31,24,Bob Duffy,PG,23,STL,2,,6,1,3,.333,,,,1,3,.333,.333,0,1,.000,,,1,0,,,,0,2,1964
32,24,Bob Duffy,PG,23,NYK,4,,50,5,19,.263,,,,5,19,.263,.263,6,8,.750,,,6,5,,,,0,16,1964
33,24,Bob Duffy,PG,23,DET,42,,606,88,207,.425,,,,88,207,.425,.425,38,56,.679,,,54,74,,,,48,214,1964
34,25,Johnny Egan,PG,25,TOT,66,,2326,334,758,.441,,,,334,758,.441,.441,193,243,.794,,,191,358,,,,181,861,1964
35,25,Johnny Egan,PG,25,DET,24,,838,105,256,.410,,,,105,256,.410,.410,57,68,.838,,,62,116,,,,77,267,1964
36,25,Johnny Egan,PG,25,NYK,42,,1488,229,502,.456,,,,229,502,.456,.456,136,175,.777,,,129,242,,,,104,594,1964
37,26,Leroy Ellis,C,23,LAL,78,,1459,200,473,.423,,,,200,473,.423,.423,112,170,.659,,,498,41,,,,192,512,1964
38,27,Wayne Embry*,C,26,CIN,80,,2915,556,1213,.458,,,,556,1213,.458,.458,271,417,.650,,,925,113,,,,325,1383,1964
39,28,Mike Farmer,SF,27,STL,76,,1361,178,438,.406,,,,178,438,.406,.406,68,83,.819,,,225,109,,,,140,424,1964
40,29,Bob Ferry,C,26,DET,74,,1522,298,670,.445,,,,298,670,.445,.445,186,279,.667,,,428,94,,,,174,782,1964
41,30,Dave Gambee,SF,26,PHI,41,,927,149,378,.394,,,,149,378,.394,.394,151,185,.816,,,256,35,,,,161,449,1964
42,31,Mel Gibson,G,23,LAL,9,,53,6,20,.300,,,,6,20,.300,.300,1,2,.500,,,4,6,,,,10,13,1964
43,32,Tom Gola*,SG,31,NYK,74,,2156,258,602,.429,,,,258,602,.429,.429,154,212,.726,,,469,257,,,,278,670,1964
44,33,Johnny Green,PF,30,NYK,80,,2134,482,1026,.470,,,,482,1026,.470,.470,195,392,.497,,,799,157,,,,246,1159,1964
45,34,Si Green,PG,30,BAL,75,,2064,287,691,.415,,,,287,691,.415,.415,198,290,.683,,,282,215,,,,224,772,1964
46,35,Jerry Greenspan,SG,22,PHI,20,,280,32,90,.356,,,,32,90,.356,.356,34,50,.680,,,72,11,,,,54,98,1964
47,36,Hal Greer*,SG,27,PHI,80,,3157,715,1611,.444,,,,715,1611,.444,.444,435,525,.829,,,484,374,,,,291,1865,1964
48,37,Richie Guerin*,SG,31,TOT,80,,2366,351,846,.415,,,,351,846,.415,.415,347,424,.818,,,256,375,,,,276,1049,1964
49,37,Richie Guerin*,SG,31,NYK,2,,26,11,16,.688,,,,11,16,.688,.688,4,5,.800,,,3,4,,,,5,26,1964
50,37,Richie Guerin*,SG,31,STL,78,,2340,340,830,.410,,,,340,830,.410,.410,343,419,.819,,,253,371,,,,271,1023,1964
51,38,Cliff Hagan*,SF,32,STL,77,,2279,572,1280,.447,,,,572,1280,.447,.447,269,331,.813,,,377,193,,,,273,1413,1964
52,39,Reggie Harding,C,21,DET,39,,1158,184,460,.400,,,,184,460,.400,.400,61,98,.622,,,410,52,,,,119,429,1964
53,40,Charlie Hardnett,PF,25,BAL,66,,617,107,260,.412,,,,107,260,.412,.412,84,125,.672,,,251,27,,,,114,298,1964
54,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1964
55,41,Jerry Harkness,PG,23,NYK,5,,59,13,30,.433,,,,13,30,.433,.433,3,8,.375,,,6,6,,,,4,29,1964
56,42,John Havlicek*,SF,23,BOS,80,,2587,640,1535,.417,,,,640,1535,.417,.417,315,422,.746,,,428,238,,,,227,1595,1964
57,43,Tom Hawkins,SF,27,CIN,73,,1770,256,580,.441,,,,256,580,.441,.441,113,188,.601,,,435,74,,,,198,625,1964
58,44,Tom Heinsohn*,PF,29,BOS,76,,2040,487,1223,.398,,,,487,1223,.398,.398,283,342,.827,,,460,183,,,,268,1257,1964
59,45,Art Heyman,SG,22,NYK,75,,2236,432,1003,.431,,,,432,1003,.431,.431,289,422,.685,,,298,256,,,,229,1153,1964
60,46,Wayne Hightower,PF,24,SFW,79,,2536,393,1022,.385,,,,393,1022,.385,.385,260,329,.790,,,566,133,,,,269,1046,1964
61,47,Gary Hill,SG,22,SFW,67,,1015,146,384,.380,,,,146,384,.380,.380,51,77,.662,,,114,103,,,,165,343,1964
62,48,Paul Hogue,C,23,TOT,15,,147,12,30,.400,,,,12,30,.400,.400,2,7,.286,,,31,6,,,,35,26,1964
63,48,Paul Hogue,C,23,NYK,6,,89,9,16,.563,,,,9,16,.563,.563,1,5,.200,,,15,5,,,,15,19,1964
64,48,Paul Hogue,C,23,BAL,9,,58,3,14,.214,,,,3,14,.214,.214,1,2,.500,,,16,1,,,,20,7,1964
65,49,Tom Hoover,C,23,NYK,59,,988,102,247,.413,,,,102,247,.413,.413,81,132,.614,,,331,36,,,,185,285,1964
66,50,Bailey Howell*,SF,27,DET,77,,2700,598,1267,.472,,,,598,1267,.472,.472,470,581,.809,,,776,205,,,,290,1666,1964
67,51,Darrall Imhoff,C,25,DET,58,,871,104,251,.414,,,,104,251,.414,.414,69,114,.605,,,283,56,,,,167,277,1964
68,52,Gus Johnson*,PF,25,BAL,78,,2847,571,1329,.430,,,,571,1329,.430,.430,210,319,.658,,,1064,169,,,,321,1352,1964
69,53,K.C. Jones*,PG,31,BOS,80,,2424,283,722,.392,,,,283,722,.392,.392,88,168,.524,,,372,407,,,,253,654,1964
70,54,Sam Jones*,SG,30,BOS,76,,2381,612,1359,.450,,,,612,1359,.450,.450,249,318,.783,,,349,202,,,,192,1473,1964
71,55,Willie Jones,PG,27,DET,77,,1539,265,680,.390,,,,265,680,.390,.390,100,141,.709,,,253,172,,,,211,630,1964
72,56,Red Kerr,C,31,PHI,80,,2938,536,1250,.429,,,,536,1250,.429,.429,268,357,.751,,,1017,275,,,,187,1340,1964
73,57,Jim King,PG,22,LAL,60,,762,84,198,.424,,,,84,198,.424,.424,66,101,.653,,,113,110,,,,99,234,1964
74,58,Don Kojis,SF,25,BAL,78,,1148,203,484,.419,,,,203,484,.419,.419,82,146,.562,,,309,57,,,,123,488,1964
75,59,Jim Krebs,C,28,LAL,68,,975,134,357,.375,,,,134,357,.375,.375,65,85,.765,,,283,49,,,,166,333,1964
76,60,Rudy LaRusso,PF,26,LAL,79,,2746,337,776,.434,,,,337,776,.434,.434,298,397,.751,,,800,190,,,,268,972,1964
77,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1964
78,61,George Lee,SF,27,SFW,54,,522,64,169,.379,,,,64,169,.379,.379,47,71,.662,,,97,25,,,,67,175,1964
79,62,Jim Loscutoff,SF,33,BOS,53,,451,56,182,.308,,,,56,182,.308,.308,18,31,.581,,,131,25,,,,90,130,1964
80,63,Kevin Loughery,SG,23,TOT,66,,1459,236,631,.374,,,,236,631,.374,.374,126,177,.712,,,138,182,,,,175,598,1964
81,63,Kevin Loughery,SG,23,DET,1,,2,1,4,.250,,,,1,4,.250,.250,0,0,,,,0,0,,,,2,2,1964
82,63,Kevin Loughery,SG,23,BAL,65,,1457,235,627,.375,,,,235,627,.375,.375,126,177,.712,,,138,182,,,,173,596,1964
83,64,Clyde Lovellette*,C,34,BOS,45,,437,128,305,.420,,,,128,305,.420,.420,45,57,.789,,,126,24,,,,100,301,1964
84,65,Jerry Lucas*,PF,23,CIN,79,,3273,545,1035,.527,,,,545,1035,.527,.527,310,398,.779,,,1375,204,,,,300,1400,1964
85,66,Johnny McCarthy,PG,29,BOS,28,,206,16,48,.333,,,,16,48,.333,.333,5,13,.385,,,35,24,,,,42,37,1964
86,67,Bill McGill,C,24,TOT,74,,1784,456,937,.487,,,,456,937,.487,.487,204,282,.723,,,414,121,,,,217,1116,1964
87,67,Bill McGill,C,24,BAL,6,,47,11,24,.458,,,,11,24,.458,.458,9,11,.818,,,16,0,,,,5,31,1964
88,67,Bill McGill,C,24,NYK,68,,1737,445,913,.487,,,,445,913,.487,.487,195,271,.720,,,398,121,,,,212,1085,1964
89,68,Tom Meschery,SF,25,SFW,80,,2422,436,951,.458,,,,436,951,.458,.458,207,295,.702,,,612,149,,,,288,1079,1964
90,69,Eddie Miles,SG,23,DET,60,,811,131,371,.353,,,,131,371,.353,.353,62,87,.713,,,95,58,,,,92,324,1964
91,70,Jackie Moreland,PF,25,DET,78,,1780,272,639,.426,,,,272,639,.426,.426,164,210,.781,,,405,121,,,,268,708,1964
92,71,Willie Naulls,SF,29,BOS,78,,1409,321,769,.417,,,,321,769,.417,.417,125,157,.796,,,356,64,,,,208,767,1964
93,72,Don Nelson*,SF,23,LAL,80,,1406,135,323,.418,,,,135,323,.418,.418,149,201,.741,,,323,76,,,,181,419,1964
94,73,Paul Neumann,PG,26,PHI,74,,1973,324,732,.443,,,,324,732,.443,.443,210,266,.789,,,246,291,,,,211,858,1964
95,74,Bevo Nordmann,C,24,TOT,19,,259,27,66,.409,,,,27,66,.409,.409,9,19,.474,,,65,5,,,,51,63,1964
96,74,Bevo Nordmann,C,24,NYK,7,,106,13,25,.520,,,,13,25,.520,.520,8,14,.571,,,25,1,,,,18,34,1964
97,74,Bevo Nordmann,C,24,STL,12,,153,14,41,.341,,,,14,41,.341,.341,1,5,.200,,,40,4,,,,33,29,1964
98,75,Don Ohl,SG,27,DET,71,,2366,500,1224,.408,,,,500,1224,.408,.408,225,331,.680,,,180,225,,,,219,1225,1964
99,76,Bud Olsen,PF,23,CIN,49,,513,85,210,.405,,,,85,210,.405,.405,32,57,.561,,,149,29,,,,78,202,1964
100,77,Mel Peterson,G-F,25,BAL,2,,3,1,1,1.000,,,,1,1,1.000,1.000,0,0,,,,1,0,,,,2,2,1964
101,78,Bob Pettit*,PF,31,STL,80,,3296,791,1708,.463,,,,791,1708,.463,.463,608,771,.789,,,1224,259,,,,300,2190,1964
102,79,Gary Phillips,SG,24,SFW,66,,2010,256,691,.370,,,,256,691,.370,.370,146,218,.670,,,248,203,,,,245,658,1964
103,80,Frank Ramsey*,SG,32,BOS,75,,1227,226,604,.374,,,,226,604,.374,.374,196,233,.841,,,223,81,,,,245,648,1964
104,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1964
105,81,Hub Reed,C,27,LAL,46,,386,33,91,.363,,,,33,91,.363,.363,10,15,.667,,,107,23,,,,73,76,1964
106,82,Oscar Robertson*,PG,25,CIN,79,,3559,840,1740,.483,,,,840,1740,.483,.483,800,938,.853,,,783,868,,,,280,2480,1964
107,83,Guy Rodgers*,PG,28,SFW,79,,2695,337,923,.365,,,,337,923,.365,.365,198,280,.707,,,328,556,,,,245,872,1964
108,84,Ken Rohloff,G,24,STL,2,,7,0,1,.000,,,,0,1,.000,.000,0,0,,,,0,1,,,,4,0,1964
109,85,John Rudometkin,SF,23,NYK,52,,696,154,326,.472,,,,154,326,.472,.472,87,116,.750,,,164,26,,,,86,395,1964
110,86,Bill Russell*,C,29,BOS,78,,3482,466,1077,.433,,,,466,1077,.433,.433,236,429,.550,,,1930,370,,,,190,1168,1964
111,87,Tom Sanders*,PF,25,BOS,80,,2370,349,836,.417,,,,349,836,.417,.417,213,280,.761,,,667,102,,,,277,911,1964
112,88,Dolph Schayes*,PF,35,PHI,24,,350,44,143,.308,,,,44,143,.308,.308,46,57,.807,,,110,48,,,,76,134,1964
113,89,Ray Scott,PF,25,DET,80,,2964,539,1307,.412,,,,539,1307,.412,.412,328,456,.719,,,1078,244,,,,296,1406,1964
114,90,Kenny Sears,SF,30,SFW,51,,519,53,120,.442,,,,53,120,.442,.442,64,79,.810,,,94,42,,,,71,170,1964
115,91,Frank Selvy,SG,31,LAL,73,,1286,160,423,.378,,,,160,423,.378,.378,78,122,.639,,,139,149,,,,115,398,1964
116,92,Lee Shaffer,SF,24,PHI,41,,1013,217,587,.370,,,,217,587,.370,.370,102,133,.767,,,205,36,,,,116,536,1964
117,93,Gene Shue,PG,32,BAL,47,,963,81,276,.293,,,,81,276,.293,.293,36,61,.590,,,94,150,,,,98,198,1964
118,94,Larry Siegfried,SG,24,BOS,31,,261,35,110,.318,,,,35,110,.318,.318,31,39,.795,,,51,40,,,,33,101,1964
119,95,Adrian Smith,SG,27,CIN,66,,1524,234,576,.406,,,,234,576,.406,.406,154,197,.782,,,147,145,,,,164,622,1964
120,96,Larry Staverman,PF,27,TOT,60,,674,98,212,.462,,,,98,212,.462,.462,69,90,.767,,,176,32,,,,118,265,1964
121,96,Larry Staverman,PF,27,BAL,6,,99,6,14,.429,,,,6,14,.429,.429,4,4,1.000,,,13,2,,,,7,16,1964
122,96,Larry Staverman,PF,27,DET,20,,255,44,82,.537,,,,44,82,.537,.537,26,39,.667,,,69,12,,,,50,114,1964
123,96,Larry Staverman,PF,27,CIN,34,,320,48,116,.414,,,,48,116,.414,.414,39,47,.830,,,94,18,,,,61,135,1964
124,97,Roger Strickland,F,23,BAL,1,,4,1,3,.333,,,,1,3,.333,.333,0,0,,,,0,0,,,,1,2,1964
125,98,Tom Thacker,PG,24,CIN,48,,457,53,181,.293,,,,53,181,.293,.293,26,53,.491,,,115,51,,,,51,132,1964
126,99,Rod Thorn*,SG,22,BAL,75,,2594,411,1015,.405,,,,411,1015,.405,.405,258,353,.731,,,360,281,,,,187,1080,1964
127,100,Nate Thurmond*,PF,22,SFW,76,,1966,219,554,.395,,,,219,554,.395,.395,95,173,.549,,,790,86,,,,184,533,1964
128,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1964
129,101,Gene Tormohlen,C,26,STL,51,,640,94,250,.376,,,,94,250,.376,.376,22,46,.478,,,216,50,,,,128,210,1964
130,102,Jack Twyman*,SF,29,CIN,68,,1996,447,993,.450,,,,447,993,.450,.450,189,228,.829,,,364,137,,,,267,1083,1964
131,103,Chico Vaughn,SG,23,STL,68,,1340,238,538,.442,,,,238,538,.442,.442,107,148,.723,,,126,129,,,,166,583,1964
132,104,Chet Walker*,SF,23,PHI,76,,2775,492,1118,.440,,,,492,1118,.440,.440,330,464,.711,,,784,124,,,,232,1314,1964
133,105,Gerry Ward,SG,22,STL,24,,139,16,53,.302,,,,16,53,.302,.302,11,17,.647,,,21,21,,,,26,43,1964
134,106,Ben Warley,PF,27,PHI,79,,1740,215,494,.435,,,,215,494,.435,.435,220,305,.721,,,619,71,,,,274,650,1964
135,107,Jerry West*,PG,25,LAL,72,,2906,740,1529,.484,,,,740,1529,.484,.484,584,702,.832,,,433,403,,,,200,2064,1964
136,108,Hubie White,SG,24,PHI,23,,196,31,105,.295,,,,31,105,.295,.295,17,28,.607,,,42,12,,,,28,79,1964
137,109,Gene Wiley,C,26,LAL,78,,1510,146,273,.535,,,,146,273,.535,.535,45,75,.600,,,510,44,,,,225,337,1964
138,110,Lenny Wilkens*,PG,26,STL,78,,2526,334,808,.413,,,,334,808,.413,.413,270,365,.740,,,335,359,,,,287,938,1964
139,111,John Windsor,PF,23,SFW,11,,68,10,27,.370,,,,10,27,.370,.370,7,8,.875,,,26,2,,,,13,27,1964
