,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
84,65,Mo Mahoney,F,25,BOS,6,,34,4,10,.400,,,,4,10,.400,.400,4,5,.800,,,7,1,,,,7,12,1953
85,66,Slater Martin*,PG,27,MNL,70,,2556,260,634,.410,,,,260,634,.410,.410,224,287,.780,,,186,250,,,,246,744,1953
86,67,Al Masino,PG,24,MLH,72,,1773,134,400,.335,,,,134,400,.335,.335,128,204,.627,,,177,160,,,,252,396,1953
87,68,Jack McCloskey,SG,27,PHW,1,,16,3,9,.333,,,,3,9,.333,.333,0,0,,,,3,1,,,,2,6,1953
88,69,Bucky McConnell,PG,24,MLH,14,,297,27,71,.380,,,,27,71,.380,.380,14,29,.483,,,34,41,,,,39,68,1953
89,70,Alfred McGuire*,PG,24,NYK,58,,1231,112,287,.390,,,,112,287,.390,.390,128,201,.637,,,167,145,,,,206,352,1953
90,71,Dick McGuire*,PG,27,NYK,61,,1783,142,373,.381,,,,142,373,.381,.381,153,269,.569,,,280,296,,,,172,437,1953
91,72,George McLeod,F,22,BLB,10,,85,2,16,.125,,,,2,16,.125,.125,8,15,.533,,,21,4,,,,16,12,1953
92,73,Jack McMahon,PG,24,ROC,70,,1665,176,534,.330,,,,176,534,.330,.330,155,236,.657,,,183,186,,,,253,507,1953
93,74,Monk Meineke,PF,22,FTW,68,,2250,240,630,.381,,,,240,630,.381,.381,245,313,.783,,,466,148,,,,334,725,1953
94,75,Stan Miasek,SF,29,TOT,65,,1584,178,488,.365,,,,178,488,.365,.365,156,248,.629,,,360,122,,,,229,512,1953
95,75,Stan Miasek,C-F,29,BLB,25,,835,98,242,.405,,,,98,242,.405,.405,87,126,.690,,,199,72,,,,104,283,1953
96,75,Stan Miasek,SF,29,MLH,40,,749,80,246,.325,,,,80,246,.325,.325,69,122,.566,,,161,50,,,,125,229,1953
97,76,Ed Mikan,C,27,TOT,62,,927,78,292,.267,,,,78,292,.267,.267,79,98,.806,,,237,39,,,,124,235,1953
98,76,Ed Mikan,C,27,PHW,19,,358,39,134,.291,,,,39,134,.291,.291,27,34,.794,,,119,22,,,,40,105,1953
99,76,Ed Mikan,C,27,INO,43,,569,39,158,.247,,,,39,158,.247,.247,52,64,.813,,,118,17,,,,84,130,1953
100,77,George Mikan*,C,28,MNL,70,,2651,500,1252,.399,,,,500,1252,.399,.399,442,567,.780,,,1007,201,,,,290,1442,1953
101,78,Vern Mikkelsen*,PF,24,MNL,70,,2465,378,868,.435,,,,378,868,.435,.435,291,387,.752,,,654,148,,,,289,1047,1953
102,79,Eddie Miller,C,21,TOT,70,,2018,273,781,.350,,,,273,781,.350,.350,187,287,.652,,,669,115,,,,250,733,1953
103,79,Eddie Miller,C,21,MLH,10,,160,15,56,.268,,,,15,56,.268,.268,9,17,.529,,,60,6,,,,26,39,1953
104,79,Eddie Miller,C,21,BLB,60,,1858,258,725,.356,,,,258,725,.356,.356,178,270,.659,,,609,109,,,,224,694,1953
105,80,Dave Minor,PG,30,TOT,59,,1610,154,420,.367,,,,154,420,.367,.367,98,132,.742,,,252,128,,,,211,406,1953
106,80,Dave Minor,G-F,30,BLB,19,,301,34,95,.358,,,,34,95,.358,.358,20,26,.769,,,41,23,,,,35,88,1953
107,80,Dave Minor,PG,30,MLH,40,,1309,120,325,.369,,,,120,325,.369,.369,78,106,.736,,,211,105,,,,176,318,1953
108,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1953
109,81,Bill Mlkvy,SF,22,PHW,31,,608,75,246,.305,,,,75,246,.305,.305,31,48,.646,,,101,62,,,,54,181,1953
110,82,Jim Mooney,SF,22,PHW,18,,529,54,148,.365,,,,54,148,.365,.365,27,40,.675,,,70,35,,,,50,135,1953
111,83,Bob Naber,F,23,INO,4,,11,0,4,.000,,,,0,4,.000,.000,1,2,.500,,,5,1,,,,6,1,1953
112,84,Jack Nichols,PF,26,MLH,69,,2626,425,1170,.363,,,,425,1170,.363,.363,240,339,.708,,,533,196,,,,237,1090,1953
113,85,John O'Boyle,SG,24,MLH,5,,97,8,26,.308,,,,8,26,.308,.308,5,7,.714,,,10,5,,,,20,21,1953
114,86,Ralph O'Brien,PG,24,TOT,55,,758,96,286,.336,,,,96,286,.336,.336,78,92,.848,,,70,56,,,,74,270,1953
115,86,Ralph O'Brien,G,24,INO,34,,526,59,190,.311,,,,59,190,.311,.311,57,65,.877,,,50,35,,,,37,175,1953
116,86,Ralph O'Brien,G,24,FTW,7,,50,10,24,.417,,,,10,24,.417,.417,3,5,.600,,,0,4,,,,7,23,1953
117,86,Ralph O'Brien,PG,24,BLB,14,,182,27,72,.375,,,,27,72,.375,.375,18,22,.818,,,20,17,,,,30,72,1953
118,87,Mike O'Neill,SF,24,MLH,4,,50,4,17,.235,,,,4,17,.235,.235,4,4,1.000,,,9,3,,,,10,12,1953
119,88,Kevin O'Shea,SG,27,BLB,46,,643,71,189,.376,,,,71,189,.376,.376,48,81,.593,,,76,87,,,,82,190,1953
120,89,Wally Osterkorn,SF,24,SYR,49,,1016,85,262,.324,,,,85,262,.324,.324,106,168,.631,,,217,61,,,,129,276,1953
121,90,Don Otten,C,31,MLH,24,,384,34,87,.391,,,,34,87,.391,.391,64,91,.703,,,89,21,,,,68,132,1953
122,91,Claude Overton,SG,25,PHW,15,,182,19,75,.253,,,,19,75,.253,.253,20,30,.667,,,25,15,,,,25,58,1953
123,92,Johnny Payak,SG,26,MLH,68,,1470,128,373,.343,,,,128,373,.343,.343,180,248,.726,,,114,140,,,,194,436,1953
124,93,Mel Payton,SF,26,INO,66,,1424,173,485,.357,,,,173,485,.357,.357,120,161,.745,,,313,81,,,,118,466,1953
125,94,Andy Phillip*,SG-PG,30,TOT,70,,2690,250,629,.397,,,,250,629,.397,.397,222,301,.738,,,364,397,,,,229,722,1953
126,94,Andy Phillip*,PG,30,PHW,13,,543,48,124,.387,,,,48,124,.387,.387,58,76,.763,,,,111,,,,48,154,1953
127,94,Andy Phillip*,SG,30,FTW,57,,2147,202,505,.400,,,,202,505,.400,.400,164,225,.729,,,,286,,,,181,568,1953
128,95,Jim Pollard*,SF,30,MNL,66,,2403,333,933,.357,,,,333,933,.357,.357,193,251,.769,,,452,231,,,,194,859,1953
129,96,Ralph Polson,PF,23,TOT,49,,810,65,179,.363,,,,65,179,.363,.363,61,96,.635,,,211,24,,,,102,191,1953
130,96,Ralph Polson,PF,23,NYK,3,,37,3,9,.333,,,,3,9,.333,.333,4,6,.667,,,8,2,,,,8,10,1953
131,96,Ralph Polson,PF,23,PHW,46,,773,62,170,.365,,,,62,170,.365,.365,57,90,.633,,,203,22,,,,94,181,1953
132,97,Bob Priddy,F,22,BLB,16,,149,14,38,.368,,,,14,38,.368,.368,8,14,.571,,,36,7,,,,36,36,1953
133,98,Moe Radovich,PG,23,PHW,4,,33,5,13,.385,,,,5,13,.385,.385,4,4,1.000,,,1,8,,,,5,14,1953
134,99,Sherwin Raiken,G,24,NYK,6,,63,3,21,.143,,,,3,21,.143,.143,3,8,.375,,,8,6,,,,10,9,1953
135,100,George Ratkovicz,PF,30,TOT,71,,2235,208,619,.336,,,,208,619,.336,.336,262,373,.702,,,522,217,,,,287,678,1953
136,100,George Ratkovicz,PF,30,BLB,10,,197,16,43,.372,,,,16,43,.372,.372,19,37,.514,,,52,18,,,,33,51,1953
137,100,George Ratkovicz,PF,30,MLH,61,,2038,192,576,.333,,,,192,576,.333,.333,243,336,.723,,,470,199,,,,254,627,1953
138,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1953
139,101,Gene Rhodes,SG,25,INO,65,,1162,109,342,.319,,,,109,342,.319,.319,119,169,.704,,,98,91,,,,78,337,1953
140,102,Arnie Risen*,C,28,ROC,68,,2288,295,802,.368,,,,295,802,.368,.368,294,429,.685,,,745,135,,,,274,884,1953
141,103,Red Rocha,C,29,SYR,69,,2454,268,690,.388,,,,268,690,.388,.388,234,310,.755,,,510,137,,,,257,770,1953
142,104,Kenny Rollins,PG,29,BOS,43,,426,38,115,.330,,,,38,115,.330,.330,22,27,.815,,,45,46,,,,63,98,1953
143,105,Pep Saul,SG,28,MNL,70,,1796,187,471,.397,,,,187,471,.397,.397,142,200,.710,,,141,110,,,,174,516,1953
144,106,Fred Schaus,SF,27,FTW,69,,2541,240,719,.334,,,,240,719,.334,.334,243,296,.821,,,413,245,,,,261,723,1953
145,107,Dolph Schayes*,PF,24,SYR,71,,2668,375,1002,.374,,,,375,1002,.374,.374,512,619,.827,,,920,227,,,,271,1262,1953
146,108,Howie Schultz,PF,30,MNL,40,,474,24,90,.267,,,,24,90,.267,.267,43,62,.694,,,80,29,,,,73,91,1953
147,109,Fred Scolari,PG,30,TOT,62,,2123,277,809,.342,,,,277,809,.342,.342,276,327,.844,,,209,233,,,,212,830,1953
148,109,Fred Scolari,PG,30,BLB,46,,1618,216,647,.334,,,,216,647,.334,.334,220,259,.849,,,162,196,,,,158,652,1953
149,109,Fred Scolari,PG,30,FTW,16,,505,61,162,.377,,,,61,162,.377,.377,56,68,.824,,,47,37,,,,54,178,1953
150,110,George Senesky,PG,30,PHW,69,,2336,160,485,.330,,,,160,485,.330,.330,93,146,.637,,,254,264,,,,166,413,1953
151,111,Paul Seymour,SG,25,SYR,67,,2684,306,798,.383,,,,306,798,.383,.383,340,416,.817,,,246,294,,,,210,952,1953
152,112,Chuck Share,C,25,FTW,67,,1044,91,254,.358,,,,91,254,.358,.358,172,234,.735,,,373,74,,,,213,354,1953
153,113,Bill Sharman*,SG,26,BOS,71,,2333,403,925,.436,,,,403,925,.436,.436,341,401,.850,,,288,191,,,,240,1147,1953
154,114,Connie Simmons,C,27,NYK,65,,1707,240,637,.377,,,,240,637,.377,.377,249,340,.732,,,458,127,,,,252,729,1953
155,115,Whitey Skoog,SG,26,MNL,68,,996,102,264,.386,,,,102,264,.386,.386,46,61,.754,,,121,82,,,,137,250,1953
156,116,Odie Spears,SF,28,ROC,62,,1414,198,494,.401,,,,198,494,.401,.401,199,243,.819,,,251,113,,,,227,595,1953
157,117,Dick Surhoff,SF,23,NYK,26,,187,13,61,.213,,,,13,61,.213,.213,19,30,.633,,,25,9,,,,36,45,1953
158,118,Bill Tosheff,PG,26,INO,67,,2459,253,783,.323,,,,253,783,.323,.323,253,314,.806,,,229,243,,,,243,759,1953
159,119,Ernie Vandeweghe,SG,24,NYK,61,,1745,272,625,.435,,,,272,625,.435,.435,187,244,.766,,,342,144,,,,242,731,1953
160,120,Paul Walther,SG,25,INO,67,,2468,227,645,.352,,,,227,645,.352,.352,264,354,.746,,,284,205,,,,260,718,1953
161,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1953
162,121,Bobby Wanzer*,SG,31,ROC,70,,2577,318,866,.367,,,,318,866,.367,.367,384,473,.812,,,351,252,,,,206,1020,1953
163,122,Mark Workman,PF,22,TOT,65,,1030,130,408,.319,,,,130,408,.319,.319,70,113,.619,,,193,37,,,,166,330,1953
164,122,Mark Workman,PF,22,MLH,5,,29,5,17,.294,,,,5,17,.294,.294,1,2,.500,,,6,1,,,,7,11,1953
165,122,Mark Workman,F-C,22,PHW,60,,1001,125,391,.320,,,,125,391,.320,.320,69,111,.622,,,187,36,,,,159,319,1953
166,123,Max Zaslofsky,SG,27,NYK,29,,722,123,320,.384,,,,123,320,.384,.384,98,142,.690,,,75,55,,,,81,344,1953
167,124,Zeke Zawoluk,PF,22,INO,41,,622,55,150,.367,,,,55,150,.367,.367,77,116,.664,,,146,31,,,,83,187,1953
