,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
14,15,Em Bryant,PG,26,NYK,77,,1332,145,436,.333,,,,145,436,.333,.333,87,133,.654,,,167,167,,,,212,377,1965
15,16,Dave Budd,SF,26,NYK,62,,1188,196,407,.482,,,,196,407,.482,.482,121,170,.712,,,310,62,,,,147,513,1965
16,17,Ed Burton,F,25,STL,7,,42,7,20,.350,,,,7,20,.350,.350,4,7,.571,,,13,2,,,,13,18,1965
17,18,Donnie Butcher,PG,28,DET,71,,1157,143,353,.405,,,,143,353,.405,.405,126,204,.618,,,200,122,,,,183,412,1965
18,19,Al Butler,PG,26,BAL,25,,172,24,73,.329,,,,24,73,.329,.329,11,15,.733,,,21,12,,,,25,59,1965
19,20,Joe Caldwell,SF,23,DET,66,,1543,290,776,.374,,,,290,776,.374,.374,129,210,.614,,,441,118,,,,171,709,1965
20,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1965
21,21,Wilt Chamberlain*,C,28,TOT,73,,3301,1063,2083,.510,,,,1063,2083,.510,.510,408,880,.464,,,1673,250,,,,146,2534,1965
22,21,Wilt Chamberlain*,C,28,SFW,38,,1743,636,1275,.499,,,,636,1275,.499,.499,208,500,.416,,,893,117,,,,76,1480,1965
23,21,Wilt Chamberlain*,C,28,PHI,35,,1558,427,808,.528,,,,427,808,.528,.528,200,380,.526,,,780,133,,,,70,1054,1965
24,22,Len Chappell,C,24,NYK,43,,655,145,367,.395,,,,145,367,.395,.395,68,100,.680,,,140,15,,,,73,358,1965
25,23,Larry Costello,PG,33,PHI,64,,1967,309,695,.445,,,,309,695,.445,.445,243,277,.877,,,169,275,,,,242,861,1965
26,24,Mel Counts,C,23,BOS,54,,572,100,272,.368,,,,100,272,.368,.368,58,74,.784,,,265,19,,,,134,258,1965
27,25,Steve Courtin,SG,22,PHI,24,,317,42,103,.408,,,,42,103,.408,.408,17,21,.810,,,22,22,,,,44,101,1965
28,26,Dave DeBusschere*,PF,24,DET,79,,2769,508,1196,.425,,,,508,1196,.425,.425,306,437,.700,,,874,253,,,,242,1322,1965
29,27,Connie Dierking,C,28,TOT,68,,1294,218,538,.405,,,,218,538,.405,.405,100,168,.595,,,435,72,,,,165,536,1965
30,27,Connie Dierking,C,28,PHI,38,,729,121,311,.389,,,,121,311,.389,.389,54,83,.651,,,239,42,,,,101,296,1965
31,27,Connie Dierking,C,28,SFW,30,,565,97,227,.427,,,,97,227,.427,.427,46,85,.541,,,196,30,,,,64,240,1965
32,28,Terry Dischinger,SG,24,DET,80,,2698,568,1153,.493,,,,568,1153,.493,.493,320,424,.755,,,479,198,,,,253,1456,1965
33,29,Bob Duffy,PG,24,DET,4,,26,4,11,.364,,,,4,11,.364,.364,6,7,.857,,,4,5,,,,4,14,1965
34,30,Johnny Egan,PG,26,NYK,74,,1664,258,529,.488,,,,258,529,.488,.488,162,199,.814,,,143,252,,,,139,678,1965
35,31,Leroy Ellis,C,24,LAL,80,,2026,311,700,.444,,,,311,700,.444,.444,198,284,.697,,,652,49,,,,196,820,1965
36,32,Wayne Embry*,C,27,CIN,74,,2243,352,772,.456,,,,352,772,.456,.456,239,371,.644,,,741,92,,,,297,943,1965
37,33,Mike Farmer,SF,28,STL,60,,1272,167,408,.409,,,,167,408,.409,.409,75,94,.798,,,258,88,,,,123,409,1965
38,34,Bob Ferry,PF,27,BAL,77,,1280,143,338,.423,,,,143,338,.423,.423,122,199,.613,,,355,60,,,,156,408,1965
39,35,Dave Gambee,SF,27,PHI,80,,1993,356,864,.412,,,,356,864,.412,.412,299,368,.813,,,468,113,,,,277,1011,1965
40,36,Tom Gola*,SG,32,NYK,77,,1727,204,455,.448,,,,204,455,.448,.448,133,180,.739,,,319,220,,,,269,541,1965
41,37,Johnny Green,PF,31,NYK,78,,1720,346,737,.469,,,,346,737,.469,.469,165,301,.548,,,545,129,,,,194,857,1965
42,38,Si Green,PG,31,BAL,70,,1086,152,368,.413,,,,152,368,.413,.413,101,161,.627,,,169,140,,,,134,405,1965
43,39,Jerry Greenspan,SG,23,PHI,5,,49,8,13,.615,,,,8,13,.615,.615,8,8,1.000,,,11,0,,,,12,24,1965
44,40,Hal Greer*,SG,28,PHI,70,,2600,539,1245,.433,,,,539,1245,.433,.433,335,413,.811,,,355,313,,,,254,1413,1965
45,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1965
46,41,Jerry Grote,G,24,LAL,11,,33,6,11,.545,,,,6,11,.545,.545,2,2,1.000,,,4,4,,,,5,14,1965
47,42,Richie Guerin*,SG,32,STL,57,,1678,295,662,.446,,,,295,662,.446,.446,231,301,.767,,,149,271,,,,193,821,1965
48,43,Cliff Hagan*,SF,33,STL,77,,1739,393,901,.436,,,,393,901,.436,.436,214,268,.799,,,276,136,,,,182,1000,1965
49,44,Happy Hairston,PF,22,CIN,61,,736,131,351,.373,,,,131,351,.373,.373,110,165,.667,,,293,27,,,,95,372,1965
50,45,Reggie Harding,C,22,DET,78,,2699,405,987,.410,,,,405,987,.410,.410,128,209,.612,,,906,179,,,,258,938,1965
51,46,Charlie Hardnett,PF,26,BAL,20,,200,25,80,.313,,,,25,80,.313,.313,23,39,.590,,,77,2,,,,37,73,1965
52,47,John Havlicek*,SG,24,BOS,75,,2169,570,1420,.401,,,,570,1420,.401,.401,235,316,.744,,,371,199,,,,200,1375,1965
53,48,Tom Hawkins,SF,28,CIN,79,,1864,220,538,.409,,,,220,538,.409,.409,116,204,.569,,,475,80,,,,240,556,1965
54,49,Walt Hazzard,SG,22,LAL,66,,919,117,306,.382,,,,117,306,.382,.382,46,71,.648,,,111,140,,,,132,280,1965
55,50,Tom Heinsohn*,SF,30,BOS,67,,1706,365,954,.383,,,,365,954,.383,.383,182,229,.795,,,399,157,,,,252,912,1965
56,51,Art Heyman,SG,23,NYK,55,,663,114,267,.427,,,,114,267,.427,.427,88,132,.667,,,99,79,,,,96,316,1965
57,52,Wayne Hightower,PF,25,TOT,75,,1547,196,570,.344,,,,196,570,.344,.344,195,254,.768,,,420,54,,,,204,587,1965
58,52,Wayne Hightower,PF,25,SFW,48,,1037,136,396,.343,,,,136,396,.343,.343,133,173,.769,,,247,38,,,,143,405,1965
59,52,Wayne Hightower,PF,25,BAL,27,,510,60,174,.345,,,,60,174,.345,.345,62,81,.765,,,173,16,,,,61,182,1965
60,53,Gary Hill,SG,23,TOT,12,,103,10,36,.278,,,,10,36,.278,.278,7,14,.500,,,16,7,,,,11,27,1965
61,53,Gary Hill,SG,23,SFW,9,,88,10,35,.286,,,,10,35,.286,.286,7,14,.500,,,15,6,,,,10,27,1965
62,53,Gary Hill,SG,23,BAL,3,,15,0,1,.000,,,,0,1,.000,.000,0,0,,,,1,1,,,,1,0,1965
63,54,Tom Hoover,C,24,NYK,24,,153,13,32,.406,,,,13,32,.406,.406,8,14,.571,,,58,12,,,,37,34,1965
64,55,Bailey Howell*,PF,28,BAL,80,,2975,515,1040,.495,,,,515,1040,.495,.495,504,629,.801,,,869,208,,,,345,1534,1965
65,56,Les Hunter,PF,22,BAL,24,,114,18,64,.281,,,,18,64,.281,.281,6,14,.429,,,50,11,,,,16,42,1965
66,57,Darrall Imhoff,C,26,LAL,76,,1521,145,311,.466,,,,145,311,.466,.466,88,154,.571,,,500,87,,,,238,378,1965
67,58,Luke Jackson,PF,23,PHI,76,,2590,419,1013,.414,,,,419,1013,.414,.414,288,404,.713,,,980,93,,,,251,1126,1965
68,59,Gus Johnson*,SF,26,BAL,76,,2899,577,1379,.418,,,,577,1379,.418,.418,261,386,.676,,,988,270,,,,258,1415,1965
69,60,K.C. Jones*,PG,32,BOS,78,,2434,253,639,.396,,,,253,639,.396,.396,143,227,.630,,,318,437,,,,263,649,1965
70,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1965
71,61,Larry Jones,SG,22,PHI,23,,359,47,153,.307,,,,47,153,.307,.307,37,52,.712,,,57,40,,,,46,131,1965
72,62,Sam Jones*,SG,31,BOS,80,,2885,821,1818,.452,,,,821,1818,.452,.452,428,522,.820,,,411,223,,,,176,2070,1965
73,63,Wali Jones,SG,22,BAL,77,,1250,154,411,.375,,,,154,411,.375,.375,99,136,.728,,,140,200,,,,196,407,1965
74,64,Willie Jones,PG,28,DET,12,,101,21,52,.404,,,,21,52,.404,.404,2,6,.333,,,10,7,,,,13,44,1965
75,65,Red Kerr,C,32,PHI,80,,1810,264,714,.370,,,,264,714,.370,.370,126,181,.696,,,551,197,,,,132,654,1965
76,66,Jim King,PG,23,LAL,77,,1671,184,469,.392,,,,184,469,.392,.392,118,151,.781,,,214,178,,,,193,486,1965
77,67,Don Kojis,SF,26,DET,65,,836,180,416,.433,,,,180,416,.433,.433,62,98,.633,,,243,63,,,,115,422,1965
78,68,Howard Komives,PG,23,NYK,80,,2378,381,1020,.374,,,,381,1020,.374,.374,212,254,.835,,,195,265,,,,246,974,1965
79,69,Bud Koper,SG,22,SFW,54,,631,106,241,.440,,,,106,241,.440,.440,35,42,.833,,,61,43,,,,59,247,1965
80,70,Barry Kramer,SF,22,TOT,52,,507,63,186,.339,,,,63,186,.339,.339,60,84,.714,,,100,41,,,,67,186,1965
81,70,Barry Kramer,SF,22,SFW,33,,276,36,100,.360,,,,36,100,.360,.360,30,44,.682,,,59,26,,,,36,102,1965
82,70,Barry Kramer,SF,22,NYK,19,,231,27,86,.314,,,,27,86,.314,.314,30,40,.750,,,41,15,,,,31,84,1965
83,71,Rudy LaRusso,PF,27,LAL,77,,2588,381,827,.461,,,,381,827,.461,.461,321,415,.773,,,725,198,,,,258,1083,1965
84,72,George Lee,SF,28,SFW,19,,247,27,77,.351,,,,27,77,.351,.351,38,52,.731,,,55,12,,,,22,92,1965
85,73,Kevin Loughery,PG,24,BAL,80,,2417,406,957,.424,,,,406,957,.424,.424,212,281,.754,,,235,296,,,,320,1024,1965
86,74,Jerry Lucas*,PF,24,CIN,66,,2864,558,1121,.498,,,,558,1121,.498,.498,298,366,.814,,,1321,157,,,,214,1414,1965
87,75,Bill McGill,C,25,TOT,24,,133,21,65,.323,,,,21,65,.323,.323,13,17,.765,,,36,9,,,,32,55,1965
88,75,Bill McGill,C,25,STL,16,,96,14,45,.311,,,,14,45,.311,.311,12,16,.750,,,24,6,,,,26,40,1965
89,75,Bill McGill,C,25,LAL,8,,37,7,20,.350,,,,7,20,.350,.350,1,1,1.000,,,12,3,,,,6,15,1965
90,76,McCoy McLemore,SF,22,SFW,78,,1731,244,725,.337,,,,244,725,.337,.337,157,220,.714,,,488,81,,,,224,645,1965
91,77,Tom Meschery,SF,26,SFW,79,,2408,361,917,.394,,,,361,917,.394,.394,278,370,.751,,,655,106,,,,279,1000,1965
92,78,Eddie Miles,PG,24,DET,76,,2074,439,994,.442,,,,439,994,.442,.442,166,223,.744,,,258,157,,,,201,1044,1965
93,79,Jackie Moreland,PF,26,DET,54,,732,103,296,.348,,,,103,296,.348,.348,66,104,.635,,,183,69,,,,151,272,1965
94,80,Jeff Mullins,SG,22,STL,44,,492,87,209,.416,,,,87,209,.416,.416,41,61,.672,,,102,44,,,,60,215,1965
95,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1965
96,81,Cotton Nash,SF,22,TOT,45,,357,47,145,.324,,,,47,145,.324,.324,43,52,.827,,,83,19,,,,57,137,1965
97,81,Cotton Nash,SF,22,LAL,25,,167,14,57,.246,,,,14,57,.246,.246,25,32,.781,,,35,10,,,,30,53,1965
98,81,Cotton Nash,SF,22,SFW,20,,190,33,88,.375,,,,33,88,.375,.375,18,20,.900,,,48,9,,,,27,84,1965
99,82,Willie Naulls,SF,30,BOS,71,,1465,302,786,.384,,,,302,786,.384,.384,143,176,.813,,,336,72,,,,225,747,1965
100,83,Don Nelson*,SF,24,LAL,39,,238,36,85,.424,,,,36,85,.424,.424,20,26,.769,,,73,24,,,,40,92,1965
101,84,Paul Neumann,PG,27,TOT,76,,2034,365,772,.473,,,,365,772,.473,.473,234,303,.772,,,198,233,,,,218,964,1965
102,84,Paul Neumann,PG,27,PHI,40,,1100,213,434,.491,,,,213,434,.491,.491,148,184,.804,,,102,139,,,,119,574,1965
103,84,Paul Neumann,PG,27,SFW,36,,934,152,338,.450,,,,152,338,.450,.450,86,119,.723,,,96,94,,,,99,390,1965
104,85,Bevo Nordmann,C,25,BOS,3,,25,3,5,.600,,,,3,5,.600,.600,0,0,,,,8,3,,,,5,6,1965
105,86,Don Ohl,SG,28,BAL,77,,2821,568,1297,.438,,,,568,1297,.438,.438,284,388,.732,,,336,250,,,,274,1420,1965
106,87,Bud Olsen,PF,24,CIN,79,,1372,224,512,.438,,,,224,512,.438,.438,144,195,.738,,,333,84,,,,203,592,1965
107,88,Bob Pettit*,PF,32,STL,50,,1754,396,923,.429,,,,396,923,.429,.429,332,405,.820,,,621,128,,,,167,1124,1965
108,89,Gary Phillips,SG,25,SFW,73,,1541,198,553,.358,,,,198,553,.358,.358,120,199,.603,,,189,148,,,,184,516,1965
109,90,Hub Reed,C,28,DET,62,,753,84,221,.380,,,,84,221,.380,.380,40,58,.690,,,206,38,,,,136,208,1965
110,91,Willis Reed*,C,22,NYK,80,,3042,629,1457,.432,,,,629,1457,.432,.432,302,407,.742,,,1175,133,,,,339,1560,1965
111,92,Oscar Robertson*,PG,26,CIN,75,,3421,807,1681,.480,,,,807,1681,.480,.480,665,793,.839,,,674,861,,,,205,2279,1965
112,93,Guy Rodgers*,SG,29,SFW,79,,2699,465,1225,.380,,,,465,1225,.380,.380,223,325,.686,,,323,565,,,,256,1153,1965
113,94,John Rudometkin,SF,24,TOT,23,,376,52,154,.338,,,,52,154,.338,.338,34,50,.680,,,99,16,,,,54,138,1965
114,94,John Rudometkin,SF,24,NYK,1,,22,3,8,.375,,,,3,8,.375,.375,0,0,,,,7,0,,,,5,6,1965
115,94,John Rudometkin,SF,24,SFW,22,,354,49,146,.336,,,,49,146,.336,.336,34,50,.680,,,92,16,,,,49,132,1965
116,95,Bill Russell*,C,30,BOS,78,,3466,429,980,.438,,,,429,980,.438,.438,244,426,.573,,,1878,410,,,,204,1102,1965
117,96,Tom Sanders*,PF,26,BOS,80,,2459,374,871,.429,,,,374,871,.429,.429,193,259,.745,,,661,92,,,,318,941,1965
118,97,Ray Scott,PF,26,DET,66,,2167,402,1092,.368,,,,402,1092,.368,.368,220,314,.701,,,634,239,,,,209,1024,1965
119,98,Larry Siegfried,SG,25,BOS,72,,996,173,417,.415,,,,173,417,.415,.415,109,140,.779,,,134,119,,,,108,455,1965
120,99,Paul Silas,PF,21,STL,79,,1243,140,375,.373,,,,140,375,.373,.373,83,164,.506,,,576,48,,,,161,363,1965
121,100,Adrian Smith,SG,28,CIN,80,,2745,463,1016,.456,,,,463,1016,.456,.456,284,342,.830,,,220,240,,,,199,1210,1965
122,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1965
123,101,Tom Thacker,PG,25,CIN,55,,470,56,168,.333,,,,56,168,.333,.333,23,47,.489,,,127,41,,,,64,135,1965
124,102,John Thompson*,PF,23,BOS,64,,699,84,209,.402,,,,84,209,.402,.402,62,105,.590,,,230,16,,,,141,230,1965
125,103,Rod Thorn*,SG,23,DET,74,,1770,320,750,.427,,,,320,750,.427,.427,176,243,.724,,,266,161,,,,122,816,1965
126,104,Nate Thurmond*,PF,23,SFW,77,,3173,519,1240,.419,,,,519,1240,.419,.419,235,357,.658,,,1395,157,,,,232,1273,1965
127,105,John Tresvant,PF,25,STL,4,,35,4,11,.364,,,,4,11,.364,.364,6,9,.667,,,18,6,,,,9,14,1965
128,106,Jack Twyman*,SF,30,CIN,80,,2236,479,1081,.443,,,,479,1081,.443,.443,198,239,.828,,,383,137,,,,239,1156,1965
129,107,Chico Vaughn,SG,24,STL,75,,1965,344,811,.424,,,,344,811,.424,.424,182,242,.752,,,173,157,,,,192,870,1965
130,108,Chet Walker*,SF,24,PHI,79,,2187,377,936,.403,,,,377,936,.403,.403,288,388,.742,,,528,132,,,,200,1042,1965
131,109,Gerry Ward,SG,23,BOS,3,,30,2,18,.111,,,,2,18,.111,.111,1,1,1.000,,,5,6,,,,6,5,1965
132,110,Ben Warley,SF,28,PHI,64,,900,94,253,.372,,,,94,253,.372,.372,124,176,.705,,,277,53,,,,170,312,1965
133,111,Jerry West*,PG,26,LAL,74,,3066,822,1655,.497,,,,822,1655,.497,.497,648,789,.821,,,447,364,,,,221,2292,1965
134,112,Gene Wiley,C,27,LAL,80,,2002,175,376,.465,,,,175,376,.465,.465,56,111,.505,,,690,105,,,,235,406,1965
135,113,Lenny Wilkens*,PG,27,STL,78,,2854,434,1048,.414,,,,434,1048,.414,.414,416,558,.746,,,365,431,,,,283,1284,1965
136,114,George Wilson,C,22,CIN,39,,288,41,155,.265,,,,41,155,.265,.265,9,30,.300,,,102,11,,,,59,91,1965
