,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
52,43,Wayne Embry*,C,31,MIL,78,,2355,382,894,.427,,,,382,894,.427,.427,259,390,.664,,,672,149,,,,302,1023,1969
53,44,Keith Erickson,SG,24,LAL,77,,1974,264,629,.420,,,,264,629,.420,.420,120,175,.686,,,308,194,,,,222,648,1969
54,45,Bob Ferry,C,31,BAL,7,,36,5,14,.357,,,,5,14,.357,.357,3,6,.500,,,9,4,,,,3,13,1969
55,46,Hank Finkel,C,26,SDR,35,,332,49,111,.441,,,,49,111,.441,.441,31,41,.756,,,107,21,,,,53,129,1969
56,47,Fred Foster,SF,22,CIN,56,,497,74,193,.383,,,,74,193,.383,.383,43,66,.652,,,61,36,,,,49,191,1969
57,48,Jim Fox,C,25,TOT,76,,2354,318,677,.470,,,,318,677,.470,.470,191,267,.715,,,818,166,,,,266,827,1969
58,48,Jim Fox,C,25,DET,25,,375,45,96,.469,,,,45,96,.469,.469,34,53,.642,,,139,23,,,,56,124,1969
59,48,Jim Fox,C,25,PHO,51,,1979,273,581,.470,,,,273,581,.470,.470,157,214,.734,,,679,143,,,,210,703,1969
60,49,Walt Frazier*,PG,23,NYK,80,,2949,531,1052,.505,,,,531,1052,.505,.505,341,457,.746,,,499,635,,,,245,1403,1969
61,50,Pat Frink,SG,23,CIN,48,,363,50,147,.340,,,,50,147,.340,.340,23,29,.793,,,41,55,,,,54,123,1969
62,51,Dave Gambee,SF,31,TOT,59,,926,210,465,.452,,,,210,465,.452,.452,159,195,.815,,,257,47,,,,159,579,1969
63,51,Dave Gambee,SF,31,MIL,34,,624,150,323,.464,,,,150,323,.464,.464,110,133,.827,,,179,32,,,,99,410,1969
64,51,Dave Gambee,SF,31,DET,25,,302,60,142,.423,,,,60,142,.423,.423,49,62,.790,,,78,15,,,,60,169,1969
65,52,Gail Goodrich*,PG,25,PHO,81,,3236,718,1746,.411,,,,718,1746,.411,.411,495,663,.747,,,437,518,,,,253,1931,1969
66,53,Mal Graham,PG,23,BOS,22,,103,13,55,.236,,,,13,55,.236,.236,11,14,.786,,,24,14,,,,27,37,1969
67,54,Johnny Green,PF,35,PHI,74,,795,146,282,.518,,,,146,282,.518,.518,57,125,.456,,,330,47,,,,110,349,1969
68,55,Hal Greer*,SG,32,PHI,82,,3311,732,1595,.459,,,,732,1595,.459,.459,432,543,.796,,,435,414,,,,294,1896,1969
69,56,Gary Gregor,PF,23,PHO,80,,2182,400,963,.415,,,,400,963,.415,.415,85,131,.649,,,711,96,,,,249,885,1969
70,57,Richie Guerin*,SG,36,ATL,27,,472,47,111,.423,,,,47,111,.423,.423,57,74,.770,,,59,99,,,,66,151,1969
71,58,Matt Guokas,SF,24,PHI,72,,838,92,216,.426,,,,92,216,.426,.426,54,81,.667,,,94,104,,,,121,238,1969
72,59,Al Hairston,SG,23,SEA,39,,274,38,114,.333,,,,38,114,.333,.333,8,14,.571,,,36,38,,,,35,84,1969
73,60,Happy Hairston,PF,26,DET,81,,2889,530,1131,.469,,,,530,1131,.469,.469,404,553,.731,,,959,109,,,,255,1464,1969
74,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1969
75,61,Shaler Halimon,SF,23,PHI,50,,350,88,196,.449,,,,88,196,.449,.449,10,32,.313,,,86,18,,,,34,186,1969
76,62,Dennis Hamilton,PF,24,ATL,25,,141,37,67,.552,,,,37,67,.552,.552,2,5,.400,,,29,8,,,,19,76,1969
77,63,Skip Harlicka,PG,22,ATL,26,,218,41,90,.456,,,,41,90,.456,.456,24,31,.774,,,16,37,,,,29,106,1969
78,64,Art Harris,SG,22,SEA,80,,2556,416,1054,.395,,,,416,1054,.395,.395,161,251,.641,,,301,258,,,,326,993,1969
79,65,Clem Haskins,PG,25,CHI,79,,2874,537,1275,.421,,,,537,1275,.421,.421,282,361,.781,,,359,306,,,,230,1356,1969
80,66,John Havlicek*,SG,28,BOS,82,,3174,692,1709,.405,,,,692,1709,.405,.405,387,496,.780,,,570,441,,,,247,1771,1969
81,67,Tom Hawkins,SF,32,LAL,74,,1507,230,461,.499,,,,230,461,.499,.499,62,151,.411,,,266,81,,,,168,522,1969
82,68,Elvin Hayes*,C,23,SDR,82,,3695,930,2082,.447,,,,930,2082,.447,.447,467,746,.626,,,1406,113,,,,266,2327,1969
83,69,Walt Hazzard,PG,26,ATL,80,,2420,345,869,.397,,,,345,869,.397,.397,208,294,.707,,,266,474,,,,264,898,1969
84,70,Fred Hetzel,SF,26,TOT,84,,2276,456,1047,.436,,,,456,1047,.436,.436,299,357,.838,,,613,112,,,,287,1211,1969
85,70,Fred Hetzel,SF,26,MIL,53,,1591,316,760,.416,,,,316,760,.416,.416,211,252,.837,,,473,83,,,,193,843,1969
86,70,Fred Hetzel,SF,26,CIN,31,,685,140,287,.488,,,,140,287,.488,.488,88,105,.838,,,140,29,,,,94,368,1969
87,71,Bill Hewitt,PF,24,LAL,75,,1455,239,528,.453,,,,239,528,.453,.453,61,106,.575,,,332,76,,,,139,539,1969
88,72,Bill Hosket,PF,22,NYK,50,,351,53,123,.431,,,,53,123,.431,.431,24,42,.571,,,94,19,,,,77,130,1969
89,73,Bailey Howell*,PF,32,BOS,78,,2527,612,1257,.487,,,,612,1257,.487,.487,313,426,.735,,,685,137,,,,285,1537,1969
90,74,Lou Hudson,SF,24,ATL,81,,2869,716,1455,.492,,,,716,1455,.492,.492,338,435,.777,,,533,216,,,,248,1770,1969
91,75,Darrall Imhoff,C,30,PHI,82,,2360,279,593,.470,,,,279,593,.470,.470,194,325,.597,,,792,218,,,,310,752,1969
92,76,Luke Jackson,C,27,PHI,25,,840,145,332,.437,,,,145,332,.437,.437,69,97,.711,,,286,54,,,,102,359,1969
93,77,Phil Jackson*,PF,23,NYK,47,,924,126,294,.429,,,,126,294,.429,.429,80,119,.672,,,246,43,,,,168,332,1969
94,78,Gus Johnson*,PF,30,BAL,49,,1671,359,782,.459,,,,359,782,.459,.459,160,223,.717,,,568,97,,,,176,878,1969
95,79,Neil Johnson,PF,25,PHO,80,,1319,177,368,.481,,,,177,368,.481,.481,110,177,.621,,,396,134,,,,214,464,1969
96,80,Rich Johnson,C,22,BOS,31,,163,29,76,.382,,,,29,76,.382,.382,11,23,.478,,,52,7,,,,40,69,1969
97,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1969
98,81,Sam Jones*,SG,35,BOS,70,,1820,496,1103,.450,,,,496,1103,.450,.450,148,189,.783,,,265,182,,,,121,1140,1969
99,82,Wali Jones,PG,26,PHI,81,,2340,432,1005,.430,,,,432,1005,.430,.430,207,256,.809,,,251,292,,,,280,1071,1969
100,83,Bob Kauffman,C,22,SEA,82,,1660,219,496,.442,,,,219,496,.442,.442,203,289,.702,,,484,83,,,,252,641,1969
101,84,Joe Kennedy,SF,22,SEA,72,,1241,174,441,.395,,,,174,441,.395,.395,98,124,.790,,,241,60,,,,158,446,1969
102,85,Toby Kimball,PF,26,SDR,76,,1680,239,537,.445,,,,239,537,.445,.445,117,250,.468,,,669,90,,,,216,595,1969
103,86,Jim King,PG,27,SFW,46,,1010,137,394,.348,,,,137,394,.348,.348,78,108,.722,,,120,123,,,,99,352,1969
104,87,Rod Knowles,F-C,22,PHO,8,,40,4,14,.286,,,,4,14,.286,.286,1,3,.333,,,9,0,,,,10,9,1969
105,88,Don Kojis,SF,30,SDR,81,,3130,687,1582,.434,,,,687,1582,.434,.434,446,596,.748,,,776,214,,,,303,1820,1969
106,89,Howard Komives,PG,27,TOT,85,,2562,379,974,.389,,,,379,974,.389,.389,211,264,.799,,,299,403,,,,274,969,1969
107,89,Howard Komives,PG,27,NYK,32,,836,107,309,.346,,,,107,309,.346,.346,73,86,.849,,,95,137,,,,96,287,1969
108,89,Howard Komives,PG,27,DET,53,,1726,272,665,.409,,,,272,665,.409,.409,138,178,.775,,,204,266,,,,178,682,1969
109,90,Tommy Kron,SG,25,SEA,76,,1124,146,372,.392,,,,146,372,.392,.392,96,137,.701,,,212,191,,,,179,388,1969
110,91,Stu Lantz,SG,22,SDR,73,,1378,220,482,.456,,,,220,482,.456,.456,129,167,.772,,,236,99,,,,178,569,1969
111,92,Rudy LaRusso,SF,31,SFW,75,,2782,553,1349,.410,,,,553,1349,.410,.410,444,559,.794,,,624,159,,,,268,1550,1969
112,93,Dave Lattin,PF,25,PHO,68,,987,150,366,.410,,,,150,366,.410,.410,109,172,.634,,,323,48,,,,163,409,1969
113,94,Clyde Lee,PF,24,SFW,65,,2237,268,674,.398,,,,268,674,.398,.398,160,256,.625,,,897,82,,,,225,696,1969
114,95,George Lehmann,PG,26,ATL,11,,138,26,67,.388,,,,26,67,.388,.388,8,12,.667,,,9,27,,,,18,60,1969
115,96,Bobby Lewis,SG,23,SFW,62,,756,113,290,.390,,,,113,290,.390,.390,83,113,.735,,,114,76,,,,117,309,1969
116,97,Plummer Lott,SF,23,SEA,23,,160,17,66,.258,,,,17,66,.258,.258,2,5,.400,,,30,7,,,,9,36,1969
117,98,Kevin Loughery,PG,28,BAL,80,,3135,717,1636,.438,,,,717,1636,.438,.438,372,463,.803,,,266,384,,,,299,1806,1969
118,99,Bob Love,PF-SF,26,TOT,49,,542,108,272,.397,,,,108,272,.397,.397,71,96,.740,,,150,17,,,,59,287,1969
119,99,Bob Love,SF,26,MIL,14,,227,39,106,.368,,,,39,106,.368,.368,29,38,.763,,,64,3,,,,22,107,1969
120,99,Bob Love,PF,26,CHI,35,,315,69,166,.416,,,,69,166,.416,.416,42,58,.724,,,86,14,,,,37,180,1969
121,100,Jerry Lucas*,PF,28,CIN,74,,3075,555,1007,.551,,,,555,1007,.551,.551,247,327,.755,,,1360,306,,,,206,1357,1969
122,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1969
123,101,Ed Manning,PF,25,BAL,63,,727,129,288,.448,,,,129,288,.448,.448,35,54,.648,,,246,21,,,,120,293,1969
124,102,Jack Marin,SF,24,BAL,82,,2710,505,1109,.455,,,,505,1109,.455,.455,292,352,.830,,,608,231,,,,275,1302,1969
125,103,Don May,SF,23,NYK,48,,560,81,223,.363,,,,81,223,.363,.363,42,58,.724,,,114,35,,,,64,204,1969
126,104,Jon McGlocklin,SG,25,MIL,80,,2888,662,1358,.487,,,,662,1358,.487,.487,246,292,.842,,,343,312,,,,186,1570,1969
127,105,Stan McKenzie,SF,24,PHO,80,,1569,264,618,.427,,,,264,618,.427,.427,219,287,.763,,,251,123,,,,191,747,1969
128,106,McCoy McLemore,SF,26,TOT,81,,1620,282,722,.391,,,,282,722,.391,.391,169,214,.790,,,404,94,,,,186,733,1969
129,106,McCoy McLemore,SF,26,PHO,31,,710,141,366,.385,,,,141,366,.385,.385,85,110,.773,,,168,50,,,,73,367,1969
130,106,McCoy McLemore,SF,26,DET,50,,910,141,356,.396,,,,141,356,.396,.396,84,104,.808,,,236,44,,,,113,366,1969
131,107,Tom Meschery,SF,30,SEA,82,,2673,462,1019,.453,,,,462,1019,.453,.453,220,299,.736,,,822,194,,,,304,1144,1969
132,108,Eddie Miles,SG,28,DET,80,,2252,441,983,.449,,,,441,983,.449,.449,182,273,.667,,,283,180,,,,201,1064,1969
133,109,Jay Miller,SF,25,MIL,3,,27,2,10,.200,,,,2,10,.200,.200,5,7,.714,,,2,0,,,,4,9,1969
134,110,Earl Monroe*,SG,24,BAL,80,,3075,809,1837,.440,,,,809,1837,.440,.440,447,582,.768,,,280,392,,,,261,2065,1969
135,111,Otto Moore,C,22,DET,74,,1605,241,544,.443,,,,241,544,.443,.443,88,168,.524,,,524,68,,,,182,570,1969
136,112,Erwin Mueller,PF,24,TOT,78,,1355,144,384,.375,,,,144,384,.375,.375,89,162,.549,,,297,186,,,,143,377,1969
137,112,Erwin Mueller,PF,24,CHI,52,,872,75,224,.335,,,,75,224,.335,.335,46,90,.511,,,193,124,,,,98,196,1969
138,112,Erwin Mueller,PF,24,SEA,26,,483,69,160,.431,,,,69,160,.431,.431,43,72,.597,,,104,62,,,,45,181,1969
139,113,Jeff Mullins,SG,26,SFW,78,,2916,697,1517,.459,,,,697,1517,.459,.459,381,452,.843,,,460,339,,,,251,1775,1969
140,114,Dorie Murrey,PF,25,SEA,38,,465,75,194,.387,,,,75,194,.387,.387,62,97,.639,,,149,21,,,,81,212,1969
141,115,Don Nelson*,SF,28,BOS,82,,1773,374,771,.485,,,,374,771,.485,.485,201,259,.776,,,458,92,,,,198,949,1969
142,116,Dave Newmark,C,22,CHI,81,,1159,185,475,.389,,,,185,475,.389,.389,86,139,.619,,,347,58,,,,205,456,1969
143,117,Rich Niemann,C,22,TOT,34,,272,44,106,.415,,,,44,106,.415,.415,19,25,.760,,,100,16,,,,61,107,1969
144,117,Rich Niemann,C,22,DET,16,,123,20,47,.426,,,,20,47,.426,.426,8,10,.800,,,41,9,,,,30,48,1969
145,117,Rich Niemann,C,22,MIL,18,,149,24,59,.407,,,,24,59,.407,.407,11,15,.733,,,59,7,,,,31,59,1969
146,118,Don Ohl,SG,32,ATL,76,,1995,385,901,.427,,,,385,901,.427,.427,147,208,.707,,,170,221,,,,232,917,1969
147,119,Bud Olsen,PF,28,TOT,17,,113,15,42,.357,,,,15,42,.357,.357,4,18,.222,,,25,11,,,,14,34,1969
148,119,Bud Olsen,PF,28,BOS,7,,43,7,19,.368,,,,7,19,.368,.368,0,6,.000,,,14,4,,,,6,14,1969
149,119,Bud Olsen,PF,28,DET,10,,70,8,23,.348,,,,8,23,.348,.348,4,12,.333,,,11,7,,,,8,20,1969
150,120,Barry Orms,PG,22,BAL,64,,916,76,246,.309,,,,76,246,.309,.309,29,60,.483,,,158,49,,,,155,181,1969
151,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1969
152,121,Charlie Paulk,PF,22,MIL,17,,217,19,84,.226,,,,19,84,.226,.226,13,23,.565,,,78,3,,,,26,51,1969
153,122,Loy Petersen,SG,23,CHI,38,,299,44,109,.404,,,,44,109,.404,.404,19,27,.704,,,41,25,,,,39,107,1969
154,123,Bob Quick,SF,22,BAL,28,,154,30,73,.411,,,,30,73,.411,.411,27,44,.614,,,25,12,,,,14,87,1969
155,124,Craig Raymond,C,23,PHI,27,,177,22,64,.344,,,,22,64,.344,.344,11,17,.647,,,68,8,,,,46,55,1969
156,125,Willis Reed*,C,26,NYK,82,,3108,704,1351,.521,,,,704,1351,.521,.521,325,435,.747,,,1191,190,,,,314,1733,1969
157,126,Pat Riley*,SG,23,SDR,56,,1027,202,498,.406,,,,202,498,.406,.406,90,134,.672,,,112,136,,,,146,494,1969
158,127,Mike Riordan,SF,23,NYK,54,,397,49,144,.340,,,,49,144,.340,.340,28,42,.667,,,57,46,,,,93,126,1969
159,128,Oscar Robertson*,PG,30,CIN,79,,3461,656,1351,.486,,,,656,1351,.486,.486,643,767,.838,,,502,772,,,,231,1955,1969
160,129,Flynn Robinson,PG,27,TOT,83,,2616,625,1442,.433,,,,625,1442,.433,.433,412,491,.839,,,306,377,,,,261,1662,1969
161,129,Flynn Robinson,PG,27,CHI,18,,550,124,293,.423,,,,124,293,.423,.423,95,114,.833,,,69,57,,,,52,343,1969
162,129,Flynn Robinson,PG,27,MIL,65,,2066,501,1149,.436,,,,501,1149,.436,.436,317,377,.841,,,237,320,,,,209,1319,1969
163,130,Guy Rodgers*,PG,33,MIL,81,,2157,325,862,.377,,,,325,862,.377,.377,184,232,.793,,,226,561,,,,207,834,1969
164,131,Bob Rule,C,24,SEA,82,,3104,776,1655,.469,,,,776,1655,.469,.469,413,606,.682,,,941,141,,,,322,1965,1969
165,132,Bill Russell*,C,34,BOS,77,,3291,279,645,.433,,,,279,645,.433,.433,204,388,.526,,,1484,374,,,,231,762,1969
166,133,Cazzie Russell,SF,24,NYK,50,,1645,362,804,.450,,,,362,804,.450,.450,191,240,.796,,,209,115,,,,140,915,1969
167,134,Tom Sanders*,SF,30,BOS,82,,2184,364,847,.430,,,,364,847,.430,.430,187,255,.733,,,574,110,,,,293,915,1969
168,135,Dale Schlueter,C,23,SFW,31,,559,68,157,.433,,,,68,157,.433,.433,45,82,.549,,,216,30,,,,81,181,1969
169,136,Ray Scott,PF,30,BAL,82,,2168,386,929,.416,,,,386,929,.416,.416,195,257,.759,,,722,133,,,,212,967,1969
170,137,Larry Siegfried,PG,29,BOS,79,,2560,392,1031,.380,,,,392,1031,.380,.380,336,389,.864,,,282,370,,,,222,1120,1969
171,138,Paul Silas,PF,25,ATL,79,,1853,241,575,.419,,,,241,575,.419,.419,204,333,.613,,,745,140,,,,166,686,1969
172,139,Doug Sims,F,25,CIN,4,,12,2,5,.400,,,,2,5,.400,.400,0,0,,,,4,0,,,,4,4,1969
173,140,Jerry Sloan*,SG,26,CHI,78,,2939,488,1170,.417,,,,488,1170,.417,.417,333,447,.745,,,619,276,,,,313,1309,1969
174,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1969
175,141,Adrian Smith,SG,32,CIN,73,,1336,243,562,.432,,,,243,562,.432,.432,217,269,.807,,,105,127,,,,166,703,1969
176,142,Greg Smith,PF,22,MIL,79,,2207,276,613,.450,,,,276,613,.450,.450,91,155,.587,,,804,137,,,,264,643,1969
177,143,Dick Snyder,SF,24,PHO,81,,2108,399,846,.472,,,,399,846,.472,.472,185,255,.725,,,328,211,,,,213,983,1969
178,144,Rod Thorn*,SG,27,SEA,29,,567,131,283,.463,,,,131,283,.463,.463,71,97,.732,,,83,80,,,,58,333,1969
179,145,Nate Thurmond*,C,27,SFW,71,,3208,571,1394,.410,,,,571,1394,.410,.410,382,621,.615,,,1402,253,,,,171,1524,1969
180,146,John Trapp,SF,23,SDR,25,,142,29,80,.363,,,,29,80,.363,.363,19,29,.655,,,49,5,,,,38,77,1969
181,147,John Tresvant,PF,29,TOT,77,,2482,380,820,.463,,,,380,820,.463,.463,202,330,.612,,,686,166,,,,300,962,1969
182,147,John Tresvant,PF,29,CIN,51,,1681,239,531,.450,,,,239,531,.450,.450,130,223,.583,,,419,103,,,,193,608,1969
183,147,John Tresvant,PF,29,SEA,26,,801,141,289,.488,,,,141,289,.488,.488,72,107,.673,,,267,63,,,,107,354,1969
184,148,Al Tucker,PF,25,TOT,84,,1885,361,809,.446,,,,361,809,.446,.446,158,244,.648,,,439,74,,,,186,880,1969
185,148,Al Tucker,PF,25,SEA,56,,1259,235,544,.432,,,,235,544,.432,.432,109,171,.637,,,317,55,,,,111,579,1969
186,148,Al Tucker,PF,25,CIN,28,,626,126,265,.475,,,,126,265,.475,.475,49,73,.671,,,122,19,,,,75,301,1969
187,149,Bill Turner,SF,24,SFW,79,,1486,222,535,.415,,,,222,535,.415,.415,175,230,.761,,,380,67,,,,231,619,1969
188,150,Wes Unseld*,C,22,BAL,82,,2970,427,897,.476,,,,427,897,.476,.476,277,458,.605,,,1491,213,,,,276,1131,1969
189,151,Dick Van Arsdale,SG,25,PHO,80,,3388,612,1386,.442,,,,612,1386,.442,.442,454,644,.705,,,548,385,,,,245,1678,1969
190,152,Tom Van Arsdale,SG,25,CIN,77,,3059,547,1233,.444,,,,547,1233,.444,.444,398,533,.747,,,356,208,,,,300,1492,1969
