,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
14,10,Gus Bailey,SG,23,HOU,47,,446,51,126,.405,,,,51,126,.405,.405,20,41,.488,23,59,82,59,17,16,,52,122,1975
15,11,Mike Bantom,SF,23,PHO,82,,2239,418,907,.461,,,,418,907,.461,.461,185,259,.714,211,342,553,159,62,47,,273,1021,1975
16,12,Jim Barnett,SG,30,TOT,73,,1776,285,652,.437,,,,285,652,.437,.437,199,238,.836,60,119,179,176,47,16,,160,769,1975
17,12,Jim Barnett,SG,30,NOJ,45,,1238,215,480,.448,,,,215,480,.448,.448,156,188,.830,45,83,128,137,35,16,,109,586,1975
18,12,Jim Barnett,SG,30,NYK,28,,538,70,172,.407,,,,70,172,.407,.407,43,50,.860,15,36,51,39,12,0,,51,183,1975
19,13,Rick Barry*,SF,30,GSW,80,,3235,1028,2217,.464,,,,1028,2217,.464,.464,394,436,.904,92,364,456,492,228,33,,225,2450,1975
20,14,Butch Beard,PG,27,GSW,82,,2521,408,773,.528,,,,408,773,.528,.528,232,279,.832,116,200,316,345,132,11,,297,1048,1975
21,15,Zelmo Beaty*,C,35,LAL,69,,1213,136,310,.439,,,,136,310,.439,.439,108,135,.800,93,234,327,74,45,29,,130,380,1975
22,16,Ron Behagen,PF,24,KCO,81,,2205,333,834,.399,,,,333,834,.399,.399,199,264,.754,146,446,592,153,60,42,,301,865,1975
23,17,Dennis Bell,SF,23,NYK,52,,465,68,181,.376,,,,68,181,.376,.376,20,36,.556,48,57,105,25,22,9,,54,156,1975
24,18,Walt Bellamy*,C,35,NOJ,1,,14,2,2,1.000,,,,2,2,1.000,1.000,2,2,1.000,0,5,5,0,0,0,,2,6,1975
25,19,Leon Benbow,SG,24,CHI,39,,252,35,94,.372,,,,35,94,.372,.372,15,18,.833,14,24,38,25,11,6,,41,85,1975
26,20,Henry Bibby,PG,25,TOT,75,,1400,270,619,.436,,,,270,619,.436,.436,137,189,.725,47,90,137,181,54,3,,157,677,1975
27,20,Henry Bibby,PG,25,NYK,47,,876,179,400,.448,,,,179,400,.448,.448,69,96,.719,29,58,87,105,29,3,,96,427,1975
28,20,Henry Bibby,PG,25,NOJ,28,,524,91,219,.416,,,,91,219,.416,.416,68,93,.731,18,32,50,76,25,0,,61,250,1975
29,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
30,21,Dave Bing*,PG,31,DET,79,,3222,578,1333,.434,,,,578,1333,.434,.434,343,424,.809,86,200,286,610,116,26,,222,1499,1975
31,22,John Block,PF,30,TOT,54,,939,159,346,.460,,,,159,346,.460,.460,114,144,.792,69,163,232,51,42,32,,121,432,1975
32,22,John Block,PF,30,NOJ,4,,57,9,29,.310,,,,9,29,.310,.310,9,10,.900,6,12,18,7,4,1,,11,27,1975
33,22,John Block,PF,30,CHI,50,,882,150,317,.473,,,,150,317,.473,.473,105,134,.784,63,151,214,44,38,31,,110,405,1975
34,23,Tom Boerwinkle,C,29,CHI,80,,1175,132,271,.487,,,,132,271,.487,.487,73,95,.768,105,275,380,272,25,45,,163,337,1975
35,24,Freddie Boyd,PG,24,PHI,66,,1362,205,495,.414,,,,205,495,.414,.414,55,115,.478,16,73,89,161,43,4,,134,465,1975
36,25,Ken Boyd,SF,22,NOJ,6,,25,7,13,.538,,,,7,13,.538,.538,5,11,.455,3,2,5,2,3,0,,2,19,1975
37,26,Steve Bracey,SG,24,GSW,42,,340,54,130,.415,,,,54,130,.415,.415,25,38,.658,10,28,38,52,14,1,,41,133,1975
38,27,Bill Bradley*,SF,31,NYK,79,,2787,452,1036,.436,,,,452,1036,.436,.436,144,165,.873,65,186,251,247,74,18,,283,1048,1975
39,28,Jim Brewer,PF,23,CLE,82,,1991,291,639,.455,,,,291,639,.455,.455,103,159,.648,205,304,509,128,77,43,,150,685,1975
40,29,Bill Bridges,PF,35,TOT,32,,415,35,93,.376,,,,35,93,.376,.376,17,34,.500,64,70,134,31,11,5,,65,87,1975
41,29,Bill Bridges,PF,35,LAL,17,,307,20,57,.351,,,,20,57,.351,.351,16,30,.533,46,48,94,27,7,5,,46,56,1975
42,29,Bill Bridges,PF,35,GSW,15,,108,15,36,.417,,,,15,36,.417,.417,1,4,.250,18,22,40,4,4,0,,19,31,1975
43,30,John Brisker,SG,27,SEA,21,,276,60,141,.426,,,,60,141,.426,.426,42,49,.857,15,18,33,19,7,3,,33,162,1975
44,31,Allan Bristow,SF,23,PHI,72,,1101,163,393,.415,,,,163,393,.415,.415,121,153,.791,111,143,254,99,25,2,,101,447,1975
45,32,Gary Brokaw,SG,21,MIL,73,,1639,234,514,.455,,,,234,514,.455,.455,126,184,.685,36,111,147,221,31,18,,176,594,1975
46,33,Fred Brown,SG,26,SEA,81,,2669,737,1537,.480,,,,737,1537,.480,.480,226,272,.831,113,230,343,284,187,14,,227,1700,1975
47,34,John Brown,SF,23,ATL,73,,1986,315,684,.461,,,,315,684,.461,.461,185,250,.740,180,254,434,133,54,15,,228,815,1975
48,35,Tom Burleson,C,22,SEA,82,,1888,322,772,.417,,,,322,772,.417,.417,182,265,.687,155,417,572,115,64,153,,221,826,1975
49,36,Corky Calhoun,SF,24,TOT,70,,1378,132,318,.415,,,,132,318,.415,.415,58,77,.753,109,160,269,79,55,25,,180,322,1975
50,36,Corky Calhoun,SF,24,PHO,13,,108,12,32,.375,,,,12,32,.375,.375,14,15,.933,14,19,33,4,6,2,,20,38,1975
51,36,Corky Calhoun,SF,24,LAL,57,,1270,120,286,.420,,,,120,286,.420,.420,44,62,.710,95,141,236,75,49,23,,160,284,1975
52,37,Austin Carr,SG,26,CLE,41,,1081,252,538,.468,,,,252,538,.468,.468,89,106,.840,51,56,107,154,48,2,,57,593,1975
53,38,Fred Carter,PG,29,PHI,77,,3046,715,1598,.447,,,,715,1598,.447,.447,256,347,.738,73,267,340,336,82,20,,257,1686,1975
54,39,Harvey Catchings,C,23,PHI,37,,528,41,74,.554,,,,41,74,.554,.554,16,25,.640,49,104,153,21,10,60,,82,98,1975
55,40,Don Chaney,SG,28,BOS,82,,2208,321,750,.428,,,,321,750,.428,.428,133,165,.806,171,199,370,181,122,66,,244,775,1975
56,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
57,41,Ken Charles,SG,23,BUF,79,,1690,240,515,.466,,,,240,515,.466,.466,120,146,.822,68,96,164,171,87,20,,165,600,1975
58,42,Phil Chenier,SG,24,WSB,77,,2869,690,1533,.450,,,,690,1533,.450,.450,301,365,.825,74,218,292,248,176,58,,158,1681,1975
59,43,Jim Chones,C,25,CLE,72,,2427,446,916,.487,,,,446,916,.487,.487,152,224,.679,156,521,677,132,49,120,,247,1044,1975
60,44,Archie Clark,PG,33,SEA,77,,2481,455,919,.495,,,,455,919,.495,.495,161,193,.834,59,176,235,433,110,5,,188,1071,1975
61,45,Jim Cleamons,PG,25,CLE,74,,2691,369,768,.480,,,,369,768,.480,.480,144,181,.796,97,232,329,381,84,21,,194,882,1975
62,46,Barry Clemens,SF,31,POR,77,,952,168,355,.473,,,,168,355,.473,.473,45,60,.750,33,128,161,76,68,2,,139,381,1975
63,47,Ben Clyde,SF,23,BOS,25,,157,31,72,.431,,,,31,72,.431,.431,7,9,.778,15,26,41,5,5,3,,34,69,1975
64,48,E.C. Coleman,PF,24,NOJ,77,,2176,253,568,.445,,,,253,568,.445,.445,116,166,.699,189,360,549,105,82,37,,277,622,1975
65,49,Doug Collins,SG,23,PHI,81,,2820,561,1150,.488,,,,561,1150,.488,.488,331,392,.844,104,211,315,213,108,17,,291,1453,1975
66,50,Mel Counts,C,33,NOJ,75,,1421,217,495,.438,,,,217,495,.438,.438,86,113,.761,102,339,441,182,49,43,,196,520,1975
67,51,Dave Cowens*,C,26,BOS,65,,2632,569,1199,.475,,,,569,1199,.475,.475,191,244,.783,229,729,958,296,87,73,,243,1329,1975
68,52,Billy Cunningham*,SF,31,PHI,80,,2859,609,1423,.428,,,,609,1423,.428,.428,345,444,.777,130,596,726,442,91,35,,270,1563,1975
69,53,Dick Cunningham,C,28,MIL,2,,8,0,0,,,,,0,0,,,0,0,,0,2,2,1,0,0,,1,0,1975
70,54,Mike D'Antoni,SG,23,KCO,67,,759,69,173,.399,,,,69,173,.399,.399,28,36,.778,13,64,77,107,67,12,,106,166,1975
71,55,Bob Dandridge,SF,27,MIL,80,,3031,691,1460,.473,,,,691,1460,.473,.473,211,262,.805,142,409,551,243,122,48,,330,1593,1975
72,56,Jesse Dark,SG,23,NYK,47,,401,74,157,.471,,,,74,157,.471,.471,22,40,.550,15,22,37,30,3,1,,48,170,1975
73,57,Dwight Davis,PF,25,CLE,78,,1964,295,666,.443,,,,295,666,.443,.443,176,245,.718,108,356,464,150,45,39,,254,766,1975
74,58,Jim Davis,C,33,DET,79,,1078,118,260,.454,,,,118,260,.454,.454,85,117,.726,96,189,285,90,50,36,,129,321,1975
75,59,Mel Davis,PF,24,NYK,62,,903,154,395,.390,,,,154,395,.390,.390,48,70,.686,70,251,321,54,16,8,,105,356,1975
76,60,Mickey Davis,SF,24,MIL,75,,1077,174,363,.479,,,,174,363,.479,.479,78,88,.886,68,169,237,79,30,5,,103,426,1975
77,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
78,61,Rod Derline,SG,22,SEA,58,,666,142,332,.428,,,,142,332,.428,.428,43,56,.768,12,47,59,45,23,4,,47,327,1975
79,62,Derrek Dickey,PF,23,GSW,80,,1859,274,569,.482,,,,274,569,.482,.482,66,99,.667,190,360,550,125,52,19,,199,614,1975
80,63,Ernie DiGregorio,PG,24,BUF,31,,712,103,234,.440,,,,103,234,.440,.440,35,45,.778,6,39,45,151,19,0,,62,241,1975
81,64,Steve Downing,C,24,BOS,3,,9,0,2,.000,,,,0,2,.000,.000,0,2,.000,0,2,2,0,0,0,,0,0,1975
82,65,John Drew,PF,20,ATL,78,,2289,527,1230,.428,,,,527,1230,.428,.428,388,544,.713,357,479,836,138,119,39,,274,1442,1975
83,66,Terry Driscoll,PF,27,MIL,11,,52,3,13,.231,,,,3,13,.231,.231,1,2,.500,7,9,16,3,1,0,,7,7,1975
84,67,Charles Dudley,PG,24,GSW,67,,756,102,217,.470,,,,102,217,.470,.470,70,97,.722,61,84,145,103,40,2,,105,274,1975
85,68,Ken Durrett,SF,26,TOT,48,,445,67,166,.404,,,,67,166,.404,.404,31,52,.596,35,67,102,18,9,8,,72,165,1975
86,68,Ken Durrett,SF,26,KCO,21,,175,32,78,.410,,,,32,78,.410,.410,11,20,.550,14,26,40,8,5,4,,30,75,1975
87,68,Ken Durrett,SF,26,PHI,27,,270,35,88,.398,,,,35,88,.398,.398,20,32,.625,21,41,62,10,4,4,,42,90,1975
88,69,Dennis DuVal,PG,22,WSB,37,,137,24,65,.369,,,,24,65,.369,.369,12,18,.667,8,15,23,14,16,2,,34,60,1975
89,70,Al Eberhard,SF,22,DET,34,,277,31,85,.365,,,,31,85,.365,.365,17,21,.810,18,29,47,16,13,1,,33,79,1975
90,71,Leroy Ellis,PF,34,PHI,82,,2183,287,623,.461,,,,287,623,.461,.461,72,99,.727,195,387,582,117,44,55,,178,646,1975
91,72,Keith Erickson,SF,30,PHO,49,,1469,237,557,.425,,,,237,557,.425,.425,130,156,.833,70,173,243,170,50,12,,150,604,1975
92,73,Hank Finkel,C,32,BOS,62,,518,52,129,.403,,,,52,129,.403,.403,23,43,.535,33,79,112,32,7,3,,72,127,1975
93,74,Chris Ford,SG,26,DET,80,,1962,206,435,.474,,,,206,435,.474,.474,63,95,.663,93,176,269,230,113,26,,187,475,1975
94,75,Fred Foster,SF,28,CLE,73,,1136,217,521,.417,,,,217,521,.417,.417,69,97,.711,56,54,110,103,22,2,,130,503,1975
95,76,Jim Fox,C,31,SEA,75,,1766,253,540,.469,,,,253,540,.469,.469,170,212,.802,128,363,491,137,48,17,,168,676,1975
96,77,Walt Frazier*,PG,29,NYK,78,,3204,672,1391,.483,,,,672,1391,.483,.483,331,400,.828,90,375,465,474,190,14,,205,1675,1975
97,78,Bernie Fryer,SG,25,NOJ,31,,432,47,106,.443,,,,47,106,.443,.443,33,43,.767,16,30,46,52,22,0,,54,127,1975
98,79,Rowland Garrett,SF,24,CHI,70,,1183,228,474,.481,,,,228,474,.481,.481,77,97,.794,80,167,247,43,24,13,,124,533,1975
99,80,John Gianelli,C,24,NYK,80,,2797,343,726,.472,,,,343,726,.472,.472,135,195,.692,214,475,689,163,38,118,,263,821,1975
100,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
101,81,Dick Gibbs,SF,26,WSB,59,,424,74,190,.389,,,,74,190,.389,.389,48,64,.750,26,35,61,19,12,3,,60,196,1975
102,82,Herm Gilliam,SG,28,ATL,60,,1393,314,736,.427,,,,314,736,.427,.427,94,113,.832,76,128,204,170,77,13,,124,722,1975
103,83,Gail Goodrich*,SG,31,LAL,72,,2668,656,1429,.459,,,,656,1429,.459,.459,318,378,.841,96,123,219,420,102,6,,214,1630,1975
104,84,Leonard Gray,PF,23,SEA,75,,2280,378,773,.489,,,,378,773,.489,.489,104,144,.722,133,345,478,163,63,24,,292,860,1975
105,85,Lamar Green,C,27,NOJ,15,,280,24,70,.343,,,,24,70,.343,.343,9,20,.450,28,81,109,16,4,5,,38,57,1975
106,86,Matt Guokas,SG,30,CHI,82,,2089,255,500,.510,,,,255,500,.510,.510,78,103,.757,24,115,139,178,45,17,,154,588,1975
107,87,Happy Hairston,PF,32,LAL,74,,2283,271,536,.506,,,,271,536,.506,.506,217,271,.801,304,642,946,173,52,11,,218,759,1975
108,88,Phil Hankinson,SF,23,BOS,3,,24,6,11,.545,,,,6,11,.545,.545,0,0,,1,6,7,2,1,0,,3,12,1975
109,89,Bernie Harris,PF,24,BUF,11,,25,2,11,.182,,,,2,11,.182,.182,1,2,.500,2,6,8,1,0,1,,0,5,1975
110,90,Clem Haskins,SG,31,WSB,70,,702,115,290,.397,,,,115,290,.397,.397,53,63,.841,29,51,80,79,23,6,,73,283,1975
111,91,John Havlicek*,SF,34,BOS,82,,3132,642,1411,.455,,,,642,1411,.455,.455,289,332,.870,154,330,484,432,110,16,,231,1573,1975
112,92,Steve Hawes,C,24,HOU,55,,897,140,279,.502,,,,140,279,.502,.502,45,55,.818,80,195,275,88,36,36,,99,325,1975
113,93,Connie Hawkins*,PF,32,LAL,43,,1026,139,324,.429,,,,139,324,.429,.429,68,99,.687,54,144,198,120,51,23,,116,346,1975
114,94,Nate Hawthorne,SG,25,PHO,50,,618,118,287,.411,,,,118,287,.411,.411,61,94,.649,34,58,92,39,30,21,,94,297,1975
115,95,Elvin Hayes*,PF,29,WSB,82,,3465,739,1668,.443,,,,739,1668,.443,.443,409,534,.766,221,783,1004,206,158,187,,238,1887,1975
116,96,Spencer Haywood*,PF,25,SEA,68,,2529,608,1325,.459,,,,608,1325,.459,.459,309,381,.811,198,432,630,137,54,108,,173,1525,1975
117,97,Gar Heard,PF,26,BUF,67,,2148,318,819,.388,,,,318,819,.388,.388,106,188,.564,185,481,666,190,106,120,,242,742,1975
118,98,Tom Henderson,PG,23,ATL,79,,2131,367,893,.411,,,,367,893,.411,.411,168,241,.697,51,161,212,314,105,7,,149,902,1975
119,99,Bill Hewitt,PF,30,CHI,18,,467,56,129,.434,,,,56,129,.434,.434,14,23,.609,30,86,116,24,9,10,,46,126,1975
120,100,Lou Hudson,SG,30,ATL,11,,380,97,225,.431,,,,97,225,.431,.431,48,57,.842,14,33,47,40,13,2,,33,242,1975
121,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
122,101,John Hummer,PF,26,SEA,43,,568,41,108,.380,,,,41,108,.380,.380,14,51,.275,28,76,104,38,8,7,,63,96,1975
123,102,Greg Jackson,SG,22,TOT,49,,802,73,176,.415,,,,73,176,.415,.415,36,62,.581,19,50,69,96,23,9,,130,182,1975
124,102,Greg Jackson,SG,22,NYK,5,,27,4,10,.400,,,,4,10,.400,.400,0,0,,2,0,2,3,0,0,,5,8,1975
125,102,Greg Jackson,SG,22,PHO,44,,775,69,166,.416,,,,69,166,.416,.416,36,62,.581,17,50,67,93,23,9,,125,174,1975
126,103,Phil Jackson*,PF,29,NYK,78,,2285,324,712,.455,,,,324,712,.455,.455,193,253,.763,137,463,600,136,84,53,,330,841,1975
127,104,Wardell Jackson,SF,23,SEA,56,,939,96,242,.397,,,,96,242,.397,.397,51,71,.718,53,80,133,30,26,5,,126,243,1975
128,105,Aaron James,SF,22,NOJ,76,,1731,370,776,.477,,,,370,776,.477,.477,147,189,.778,140,226,366,66,41,15,,217,887,1975
129,106,Charles Johnson,SG,25,GSW,79,,2171,394,957,.412,,,,394,957,.412,.412,75,102,.735,134,177,311,233,138,8,,204,863,1975
130,107,George Johnson,C,26,GSW,82,,1439,152,319,.476,,,,152,319,.476,.476,60,91,.659,217,357,574,67,32,136,,206,364,1975
131,108,John Johnson,SF,27,POR,80,,2540,527,1082,.487,,,,527,1082,.487,.487,236,301,.784,162,339,501,240,75,39,,249,1290,1975
132,109,Mickey Johnson,PF,22,CHI,38,,291,53,118,.449,,,,53,118,.449,.449,37,58,.638,32,62,94,20,10,11,,57,143,1975
133,110,Ollie Johnson,SF,25,TOT,73,,1667,203,429,.473,,,,203,429,.473,.473,95,114,.833,87,156,243,110,59,33,,172,501,1975
134,110,Ollie Johnson,SF,25,NOJ,43,,1159,139,299,.465,,,,139,299,.465,.465,62,77,.805,60,117,177,80,42,20,,103,340,1975
135,110,Ollie Johnson,SF,25,KCO,30,,508,64,130,.492,,,,64,130,.492,.492,33,37,.892,27,39,66,30,17,13,,69,161,1975
136,111,Dwight Jones,C,22,ATL,75,,2086,323,752,.430,,,,323,752,.430,.430,132,183,.721,236,461,697,152,51,51,,226,778,1975
137,112,Jimmy Jones,PG,30,WSB,73,,1424,207,400,.518,,,,207,400,.518,.518,103,142,.725,36,101,137,162,76,10,,190,517,1975
138,113,Bob Kauffman,PF,28,ATL,73,,797,113,261,.433,,,,113,261,.433,.433,59,84,.702,67,115,182,81,19,4,,103,285,1975
139,114,Frank Kendrick,SF,24,GSW,24,,121,31,77,.403,,,,31,77,.403,.403,18,22,.818,19,17,36,6,11,3,,22,80,1975
140,115,Toby Kimball,PF,32,NOJ,3,,90,7,23,.304,,,,7,23,.304,.304,6,7,.857,8,18,26,4,2,0,,12,20,1975
141,116,Don Kojis,SF,36,KCO,21,,232,46,98,.469,,,,46,98,.469,.469,20,30,.667,14,25,39,10,12,1,,31,112,1975
142,117,Len Kosmalski,C,23,KCO,67,,413,33,83,.398,,,,33,83,.398,.398,24,29,.828,31,88,119,41,6,6,,64,90,1975
143,118,Tom Kozelko,PF,23,WSB,73,,754,60,167,.359,,,,60,167,.359,.359,31,36,.861,50,90,140,41,28,5,,125,151,1975
144,119,Steve Kuberski,SF,27,MIL,59,,517,62,159,.390,,,,62,159,.390,.390,44,56,.786,52,71,123,35,11,3,,59,168,1975
145,120,Kevin Kunnert,C,23,HOU,75,,1801,346,676,.512,,,,346,676,.512,.512,116,169,.686,214,417,631,108,34,84,,223,808,1975
146,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
147,121,Sam Lacey,C,26,KCO,81,,3378,392,917,.427,,,,392,917,.427,.427,144,191,.754,228,921,1149,428,139,168,,274,928,1975
148,122,Bob Lanier*,C,26,DET,76,,2987,731,1433,.510,,,,731,1433,.510,.510,361,450,.802,225,689,914,350,75,172,,237,1823,1975
149,123,Stu Lantz,SG,28,TOT,75,,1783,228,561,.406,,,,228,561,.406,.406,192,229,.838,88,106,194,188,56,12,,162,648,1975
150,123,Stu Lantz,SG,28,NOJ,19,,353,39,115,.339,,,,39,115,.339,.339,47,53,.887,7,17,24,30,12,2,,28,125,1975
151,123,Stu Lantz,SG,28,LAL,56,,1430,189,446,.424,,,,189,446,.424,.424,145,176,.824,81,89,170,158,44,10,,134,523,1975
152,124,Clyde Lee,C-PF,30,TOT,80,,2456,176,427,.412,,,,176,427,.412,.412,119,177,.672,288,469,757,105,30,20,,285,471,1975
153,124,Clyde Lee,PF,30,ATL,9,,177,12,36,.333,,,,12,36,.333,.333,32,39,.821,24,46,70,8,1,4,,25,56,1975
154,124,Clyde Lee,C,30,PHI,71,,2279,164,391,.419,,,,164,391,.419,.419,87,138,.630,264,423,687,97,29,16,,260,415,1975
155,125,Russ Lee,SF,25,NOJ,15,,139,29,76,.382,,,,29,76,.382,.382,7,14,.500,15,16,31,7,11,3,,17,65,1975
156,126,Bill Ligon,SG,22,DET,38,,272,55,143,.385,,,,55,143,.385,.385,16,25,.640,14,12,26,25,8,9,,31,126,1975
157,127,Bob Love,PF,32,CHI,61,,2401,539,1256,.429,,,,539,1256,.429,.429,264,318,.830,99,286,385,102,63,12,,209,1342,1975
158,128,Stan Love,PF,25,LAL,30,,431,85,194,.438,,,,85,194,.438,.438,47,66,.712,31,66,97,26,16,13,,69,217,1975
159,129,Phil Lumpkin,PG,23,POR,48,,792,86,190,.453,,,,86,190,.453,.453,30,39,.769,10,49,59,177,20,3,,80,202,1975
160,130,Pete Maravich*,SG,27,NOJ,79,,2853,655,1562,.419,,,,655,1562,.419,.419,390,481,.811,93,329,422,488,120,18,,227,1700,1975
161,131,Jack Marin,SF,30,BUF,81,,2147,380,836,.455,,,,380,836,.455,.455,193,222,.869,104,259,363,133,51,16,,238,953,1975
162,132,LaRue Martin,C,24,POR,81,,1372,236,522,.452,,,,236,522,.452,.452,99,142,.697,136,272,408,69,33,49,,239,571,1975
163,133,Don May,SF,29,KCO,29,,139,27,54,.500,,,,27,54,.500,.500,10,12,.833,4,9,13,5,4,2,,21,64,1975
164,134,Bob McAdoo*,C,23,BUF,82,,3539,1095,2138,.512,,,,1095,2138,.512,.512,641,796,.805,307,848,1155,179,92,174,,278,2831,1975
165,135,Glenn McDonald,SF,22,BOS,62,,395,70,182,.385,,,,70,182,.385,.385,28,37,.757,20,48,68,24,8,5,,58,168,1975
166,136,Jon McGlocklin,SG,31,MIL,79,,1853,323,651,.496,,,,323,651,.496,.496,63,72,.875,25,94,119,255,51,6,,142,709,1975
167,137,Kenny McIntosh,SF,26,SEA,6,,101,6,29,.207,,,,6,29,.207,.207,6,9,.667,6,9,15,7,4,3,,12,18,1975
168,138,Jim McMillian,SF,26,BUF,62,,2132,347,695,.499,,,,347,695,.499,.499,194,231,.840,127,258,385,156,69,15,,129,888,1975
169,139,Larry McNeill,PF,24,KCO,80,,1749,296,645,.459,,,,296,645,.459,.459,189,241,.784,149,348,497,73,69,27,,229,781,1975
170,140,Cliff Meely,PF,27,HOU,48,,753,156,349,.447,,,,156,349,.447,.447,68,94,.723,55,109,164,45,21,21,,117,380,1975
171,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1975
172,141,Gary Melchionni,SG,24,PHO,68,,1529,232,539,.430,,,,232,539,.430,.430,114,141,.809,45,142,187,156,48,12,,116,578,1975
173,142,Dean Meminger,PG,26,ATL,80,,2177,233,500,.466,,,,233,500,.466,.466,168,263,.639,84,130,214,397,118,11,,160,634,1975
174,143,John Mengelt,SG,25,DET,80,,1995,336,701,.479,,,,336,701,.479,.479,211,248,.851,38,153,191,201,72,4,,198,883,1975
175,144,Steve Mix,PF,27,PHI,46,,1748,280,582,.481,,,,280,582,.481,.481,159,205,.776,155,345,500,99,79,21,,175,719,1975
176,145,Eric Money,SG,19,DET,66,,889,144,319,.451,,,,144,319,.451,.451,31,45,.689,27,61,88,101,33,2,,121,319,1975
177,146,Earl Monroe*,SG,30,NYK,78,,2814,668,1462,.457,,,,668,1462,.457,.457,297,359,.827,56,271,327,270,108,29,,200,1633,1975
178,147,Otto Moore,C,28,TOT,42,,1066,118,262,.450,,,,118,262,.450,.450,46,69,.667,92,238,330,83,21,40,,148,282,1975
179,147,Otto Moore,C,28,DET,2,,11,1,4,.250,,,,1,4,.250,.250,1,2,.500,0,2,2,1,0,1,,2,3,1975
180,147,Otto Moore,C,28,NOJ,40,,1055,117,258,.453,,,,117,258,.453,.453,45,67,.672,92,236,328,82,21,39,,146,279,1975
181,148,Jeff Mullins,SG,32,GSW,66,,1141,234,514,.455,,,,234,514,.455,.455,71,87,.816,46,77,123,153,57,14,,123,539,1975
