,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
53,46,John Havlicek*,SF,22,BOS,80,,2200,483,1085,.445,,,,483,1085,.445,.445,174,239,.728,,,534,179,,,,189,1140,1963
54,47,Tom Hawkins,SF,26,CIN,79,,1721,299,635,.471,,,,299,635,.471,.471,147,241,.610,,,543,100,,,,197,745,1963
55,48,Tom Heinsohn*,PF,28,BOS,76,,2004,550,1300,.423,,,,550,1300,.423,.423,340,407,.835,,,569,95,,,,270,1440,1963
56,49,Wayne Hightower,PF,23,SFW,66,,1387,192,548,.350,,,,192,548,.350,.350,105,157,.669,,,354,51,,,,181,489,1963
57,50,Paul Hogue,C,22,NYK,50,,1340,152,419,.363,,,,152,419,.363,.363,79,174,.454,,,430,42,,,,220,383,1963
58,51,Ron Horn,SF,24,LAL,28,,289,27,82,.329,,,,27,82,.329,.329,20,29,.690,,,71,10,,,,46,74,1963
59,52,Bailey Howell*,SF,26,DET,79,,2971,637,1235,.516,,,,637,1235,.516,.516,519,650,.798,,,910,232,,,,300,1793,1963
60,53,Hot Rod Hundley,SG,28,LAL,65,,785,88,262,.336,,,,88,262,.336,.336,84,119,.706,,,106,151,,,,81,260,1963
61,54,Darrall Imhoff,C,24,DET,45,,458,48,153,.314,,,,48,153,.314,.314,24,50,.480,,,155,28,,,,66,120,1963
62,55,Howie Jolliff,PF,24,LAL,28,,293,15,55,.273,,,,15,55,.273,.273,6,9,.667,,,62,20,,,,49,36,1963
63,56,K.C. Jones*,PG,30,BOS,79,,1945,230,591,.389,,,,230,591,.389,.389,112,177,.633,,,263,317,,,,221,572,1963
64,57,Sam Jones*,SG,29,BOS,76,,2323,621,1305,.476,,,,621,1305,.476,.476,257,324,.793,,,396,241,,,,162,1499,1963
65,58,Willie Jones,PG,26,DET,79,,1470,305,730,.418,,,,305,730,.418,.418,118,164,.720,,,233,188,,,,207,728,1963
66,59,Phil Jordon,C,29,STL,73,,1420,211,527,.400,,,,211,527,.400,.400,56,101,.554,,,319,103,,,,172,478,1963
67,60,Red Kerr,C,30,SYR,80,,2561,507,1069,.474,,,,507,1069,.474,.474,241,320,.753,,,1039,214,,,,208,1255,1963
68,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1963
69,61,Maurice King,PG,27,CHZ,37,,954,94,241,.390,,,,94,241,.390,.390,28,34,.824,,,102,142,,,,87,216,1963
70,62,Jim Krebs,C,27,LAL,79,,1913,272,627,.434,,,,272,627,.434,.434,115,154,.747,,,502,87,,,,256,659,1963
71,63,Fred LaCour,G-F,24,SFW,16,,171,28,73,.384,,,,28,73,.384,.384,9,16,.563,,,24,19,,,,27,65,1963
72,64,Rudy LaRusso,PF,25,LAL,75,,2505,321,761,.422,,,,321,761,.422,.422,282,393,.718,,,747,187,,,,255,924,1963
73,65,George Lee,SG,26,SFW,64,,1192,149,394,.378,,,,149,394,.378,.378,152,193,.788,,,217,64,,,,113,450,1963
74,66,Slick Leonard*,PG,30,CHZ,32,,879,84,245,.343,,,,84,245,.343,.343,59,85,.694,,,68,143,,,,84,227,1963
75,67,Jim Loscutoff,SF,32,BOS,63,,607,94,251,.375,,,,94,251,.375,.375,22,42,.524,,,157,25,,,,126,210,1963
76,68,Kevin Loughery,SG,22,DET,57,,845,146,397,.368,,,,146,397,.368,.368,71,100,.710,,,109,104,,,,135,363,1963
77,69,Clyde Lovellette*,C,33,BOS,61,,568,161,376,.428,,,,161,376,.428,.428,73,98,.745,,,177,27,,,,137,395,1963
78,70,Ted Luckenbill,PF,23,SFW,20,,201,26,68,.382,,,,26,68,.382,.382,9,20,.450,,,56,8,,,,34,61,1963
79,71,Nick Mantis,SG,27,TOT,42,,684,94,244,.385,,,,94,244,.385,.385,27,49,.551,,,85,83,,,,94,215,1963
80,71,Nick Mantis,SG,27,STL,9,,58,8,20,.400,,,,8,20,.400,.400,3,9,.333,,,6,7,,,,13,19,1963
81,71,Nick Mantis,SG,27,CHZ,33,,626,86,224,.384,,,,86,224,.384,.384,24,40,.600,,,79,76,,,,81,196,1963
82,72,Bill McGill,C,23,CHZ,60,,590,181,353,.513,,,,181,353,.513,.513,80,119,.672,,,161,38,,,,118,442,1963
83,73,Porter Meriwether,PG,22,SYR,31,,268,48,122,.393,,,,48,122,.393,.393,23,33,.697,,,29,43,,,,19,119,1963
84,74,Tom Meschery,PF,24,SFW,64,,2245,397,935,.425,,,,397,935,.425,.425,228,313,.728,,,624,104,,,,249,1022,1963
85,75,Howie Montgomery,SF,22,SFW,20,,364,65,153,.425,,,,65,153,.425,.425,14,23,.609,,,69,21,,,,35,144,1963
86,76,Jackie Moreland,PF,24,DET,78,,1516,271,622,.436,,,,271,622,.436,.436,145,214,.678,,,449,114,,,,226,687,1963
87,77,Willie Naulls,SF,28,TOT,70,,1901,370,887,.417,,,,370,887,.417,.417,166,207,.802,,,515,102,,,,205,906,1963
88,77,Willie Naulls,SF,28,NYK,23,,676,155,375,.413,,,,155,375,.413,.413,78,96,.813,,,200,44,,,,42,388,1963
89,77,Willie Naulls,SF,28,SFW,47,,1225,215,512,.420,,,,215,512,.420,.420,88,111,.793,,,315,58,,,,163,518,1963
90,78,Don Nelson*,SF,22,CHZ,62,,1071,129,293,.440,,,,129,293,.440,.440,161,221,.729,,,279,72,,,,136,419,1963
91,79,Paul Neumann,PG,25,SYR,80,,1581,237,503,.471,,,,237,503,.471,.471,181,222,.815,,,200,227,,,,221,655,1963
92,80,Bevo Nordmann,C,23,TOT,53,,1000,156,319,.489,,,,156,319,.489,.489,59,122,.484,,,316,47,,,,156,371,1963
93,80,Bevo Nordmann,C,23,STL,27,,271,36,80,.450,,,,36,80,.450,.450,21,39,.538,,,85,8,,,,49,93,1963
94,80,Bevo Nordmann,C,23,NYK,26,,729,120,239,.502,,,,120,239,.502,.502,38,83,.458,,,231,39,,,,107,278,1963
95,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1963
96,81,Mel Nowell,SG,23,CHZ,39,,589,92,237,.388,,,,92,237,.388,.388,48,66,.727,,,67,84,,,,86,232,1963
97,82,Don Ohl,SG,26,DET,80,,2961,636,1450,.439,,,,636,1450,.439,.439,275,380,.724,,,239,325,,,,234,1547,1963
98,83,Bud Olsen,PF,22,CIN,52,,373,43,133,.323,,,,43,133,.323,.323,27,39,.692,,,105,42,,,,78,113,1963
99,84,Bob Pettit*,PF,30,STL,79,,3090,778,1746,.446,,,,778,1746,.446,.446,685,885,.774,,,1191,245,,,,282,2241,1963
100,85,Gary Phillips,SG,23,SFW,75,,1801,256,643,.398,,,,256,643,.398,.398,97,152,.638,,,225,137,,,,185,609,1963
101,86,Dave Piontek,SF,28,CIN,48,,457,60,158,.380,,,,60,158,.380,.380,10,16,.625,,,96,26,,,,67,130,1963
102,87,Frank Ramsey*,SG,31,BOS,77,,1541,284,743,.382,,,,284,743,.382,.382,271,332,.816,,,288,95,,,,259,839,1963
103,88,Hub Reed,C,26,CIN,80,,1299,199,427,.466,,,,199,427,.466,.466,74,98,.755,,,398,83,,,,261,472,1963
104,89,Joe Roberts,PF,26,SYR,33,,466,73,196,.372,,,,73,196,.372,.372,35,51,.686,,,155,16,,,,66,181,1963
105,90,Oscar Robertson*,PG,24,CIN,80,,3521,825,1593,.518,,,,825,1593,.518,.518,614,758,.810,,,835,758,,,,293,2264,1963
106,91,Guy Rodgers*,PG,27,SFW,79,,3249,445,1150,.387,,,,445,1150,.387,.387,208,286,.727,,,394,825,,,,296,1098,1963
107,92,John Rudometkin,SF,22,NYK,56,,572,108,307,.352,,,,108,307,.352,.352,73,95,.768,,,149,30,,,,58,289,1963
108,93,Bill Russell*,C,28,BOS,78,,3500,511,1182,.432,,,,511,1182,.432,.432,287,517,.555,,,1843,348,,,,189,1309,1963
109,94,Tom Sanders*,SF,24,BOS,80,,2148,339,744,.456,,,,339,744,.456,.456,186,252,.738,,,576,95,,,,262,864,1963
110,95,Woody Sauldsberry,PF,28,TOT,77,,2034,366,966,.379,,,,366,966,.379,.379,107,163,.656,,,447,78,,,,230,839,1963
111,95,Woody Sauldsberry,F-C,28,CHZ,54,,1664,304,792,.384,,,,304,792,.384,.384,89,130,.685,,,367,66,,,,171,697,1963
112,95,Woody Sauldsberry,PF,28,STL,23,,370,62,174,.356,,,,62,174,.356,.356,18,33,.545,,,80,12,,,,59,142,1963
113,96,Dolph Schayes*,PF,34,SYR,66,,1438,223,575,.388,,,,223,575,.388,.388,181,206,.879,,,375,175,,,,177,627,1963
114,97,Ray Scott,PF,24,DET,76,,2538,460,1110,.414,,,,460,1110,.414,.414,308,457,.674,,,772,191,,,,263,1228,1963
115,98,Kenny Sears,SF,29,TOT,77,,1141,161,304,.530,,,,161,304,.530,.530,131,168,.780,,,206,95,,,,128,453,1963
116,98,Kenny Sears,F,29,NYK,23,,359,48,92,.522,,,,48,92,.522,.522,26,46,.565,,,67,40,,,,29,122,1963
117,98,Kenny Sears,SF,29,SFW,54,,782,113,212,.533,,,,113,212,.533,.533,105,122,.861,,,139,55,,,,99,331,1963
118,99,Frank Selvy,SG,30,LAL,80,,2369,317,747,.424,,,,317,747,.424,.424,192,269,.714,,,289,281,,,,149,826,1963
119,100,Lee Shaffer,SF,23,SYR,80,,2392,597,1393,.429,,,,597,1393,.429,.429,294,375,.784,,,524,97,,,,249,1488,1963
120,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1963
121,101,Gene Shue,PG,31,NYK,78,,2288,354,894,.396,,,,354,894,.396,.396,208,302,.689,,,191,259,,,,171,916,1963
122,102,Jeff Slade,F,21,CHZ,3,,20,2,5,.400,,,,2,5,.400,.400,0,1,.000,,,7,0,,,,3,4,1963
123,103,Adrian Smith,SG,26,CIN,79,,1522,241,544,.443,,,,241,544,.443,.443,223,275,.811,,,174,141,,,,157,705,1963
124,104,Larry Staverman,PF,26,CHZ,33,,602,94,194,.485,,,,94,194,.485,.485,49,62,.790,,,158,43,,,,94,237,1963
125,105,Tom Stith,SF,24,NYK,25,,209,37,110,.336,,,,37,110,.336,.336,3,10,.300,,,39,18,,,,23,77,1963
126,106,Dan Swartz,SF,28,BOS,39,,335,57,150,.380,,,,57,150,.380,.380,61,72,.847,,,88,21,,,,92,175,1963
127,107,Dan Tieman,PG,22,CIN,29,,176,15,57,.263,,,,15,57,.263,.263,4,10,.400,,,22,27,,,,18,34,1963
128,108,Gene Tormohlen,C,25,STL,7,,47,5,10,.500,,,,5,10,.500,.500,2,10,.200,,,15,5,,,,11,12,1963
129,109,Jack Twyman*,SF,28,CIN,80,,2623,641,1335,.480,,,,641,1335,.480,.480,304,375,.811,,,598,214,,,,286,1586,1963
130,110,Chico Vaughn,SG,22,STL,77,,1845,295,708,.417,,,,295,708,.417,.417,188,261,.720,,,258,252,,,,201,778,1963
131,111,Chet Walker*,SF,22,SYR,78,,1992,352,751,.469,,,,352,751,.469,.469,253,362,.699,,,561,83,,,,220,957,1963
132,112,Ben Warley,PF,26,SYR,26,,206,50,111,.450,,,,50,111,.450,.450,25,35,.714,,,86,4,,,,42,125,1963
133,113,Ralph Wells,G,22,CHZ,3,,48,1,7,.143,,,,1,7,.143,.143,0,7,.000,,,6,7,,,,6,2,1963
134,114,Jerry West*,PG,24,LAL,55,,2163,559,1213,.461,,,,559,1213,.461,.461,371,477,.778,,,384,307,,,,150,1489,1963
135,115,Hubie White,SG,23,SFW,29,,271,40,111,.360,,,,40,111,.360,.360,12,18,.667,,,35,28,,,,47,92,1963
136,116,Gene Wiley,C,25,LAL,75,,1488,109,236,.462,,,,109,236,.462,.462,23,68,.338,,,504,40,,,,180,241,1963
137,117,Lenny Wilkens*,PG,25,STL,75,,2569,333,834,.399,,,,333,834,.399,.399,222,319,.696,,,403,381,,,,256,888,1963
